GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMAE001,NAME_M,JMAM001
G250019000000,2006-2010,,,Massachusetts,25,Nantucket County,19,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Nantucket County, Massachusetts",0,"County subdivisions not defined, Nantucket County, Massachusetts",127
G250019043790,2006-2010,,,Massachusetts,25,Nantucket County,19,Nantucket town,43790,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nantucket town, Nantucket County, Massachusetts",10069,"Nantucket town, Nantucket County, Massachusetts",0
G250021002935,2006-2010,,,Massachusetts,25,Norfolk County,21,Avon town,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avon town, Norfolk County, Massachusetts",4335,"Avon town, Norfolk County, Massachusetts",21
G250021004930,2006-2010,,,Massachusetts,25,Norfolk County,21,Bellingham town,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham town, Norfolk County, Massachusetts",16017,"Bellingham town, Norfolk County, Massachusetts",21
G250021007740,2006-2010,,,Massachusetts,25,Norfolk County,21,Braintree Town city,7740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braintree Town city, Norfolk County, Massachusetts",35122,"Braintree Town city, Norfolk County, Massachusetts",22
G250021009175,2006-2010,,,Massachusetts,25,Norfolk County,21,Brookline town,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookline town, Norfolk County, Massachusetts",57953,"Brookline town, Norfolk County, Massachusetts",107
G250021011315,2006-2010,,,Massachusetts,25,Norfolk County,21,Canton town,11315,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canton town, Norfolk County, Massachusetts",21246,"Canton town, Norfolk County, Massachusetts",28
G250021014640,2006-2010,,,Massachusetts,25,Norfolk County,21,Cohasset town,14640,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohasset town, Norfolk County, Massachusetts",7434,"Cohasset town, Norfolk County, Massachusetts",19
G250021016495,2006-2010,,,Massachusetts,25,Norfolk County,21,Dedham town,16495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dedham town, Norfolk County, Massachusetts",24325,"Dedham town, Norfolk County, Massachusetts",24
G250021017405,2006-2010,,,Massachusetts,25,Norfolk County,21,Dover town,17405,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dover town, Norfolk County, Massachusetts",5528,"Dover town, Norfolk County, Massachusetts",44
G250021024820,2006-2010,,,Massachusetts,25,Norfolk County,21,Foxborough town,24820,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foxborough town, Norfolk County, Massachusetts",16621,"Foxborough town, Norfolk County, Massachusetts",32
G250021025172,2006-2010,,,Massachusetts,25,Norfolk County,21,Franklin Town city,25172,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Town city, Norfolk County, Massachusetts",31023,"Franklin Town city, Norfolk County, Massachusetts",27
G250021030455,2006-2010,,,Massachusetts,25,Norfolk County,21,Holbrook town,30455,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holbrook town, Norfolk County, Massachusetts",10694,"Holbrook town, Norfolk County, Massachusetts",21
G250021039765,2006-2010,,,Massachusetts,25,Norfolk County,21,Medfield town,39765,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medfield town, Norfolk County, Massachusetts",11976,"Medfield town, Norfolk County, Massachusetts",29
G250021039975,2006-2010,,,Massachusetts,25,Norfolk County,21,Medway town,39975,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medway town, Norfolk County, Massachusetts",12597,"Medway town, Norfolk County, Massachusetts",21
G250021041515,2006-2010,,,Massachusetts,25,Norfolk County,21,Millis town,41515,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millis town, Norfolk County, Massachusetts",7824,"Millis town, Norfolk County, Massachusetts",21
G250021041690,2006-2010,,,Massachusetts,25,Norfolk County,21,Milton town,41690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milton town, Norfolk County, Massachusetts",26667,"Milton town, Norfolk County, Massachusetts",36
G250021044105,2006-2010,,,Massachusetts,25,Norfolk County,21,Needham town,44105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Needham town, Norfolk County, Massachusetts",28683,"Needham town, Norfolk County, Massachusetts",46
G250021046050,2006-2010,,,Massachusetts,25,Norfolk County,21,Norfolk town,46050,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk town, Norfolk County, Massachusetts",11054,"Norfolk town, Norfolk County, Massachusetts",43
G250021050250,2006-2010,,,Massachusetts,25,Norfolk County,21,Norwood town,50250,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwood town, Norfolk County, Massachusetts",28375,"Norwood town, Norfolk County, Massachusetts",32
G250021054100,2006-2010,,,Massachusetts,25,Norfolk County,21,Plainville town,54100,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plainville town, Norfolk County, Massachusetts",8091,"Plainville town, Norfolk County, Massachusetts",15
G250021055745,2006-2010,,,Massachusetts,25,Norfolk County,21,Quincy city,55745,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy city, Norfolk County, Massachusetts",90780,"Quincy city, Norfolk County, Massachusetts",31
G250021055955,2006-2010,,,Massachusetts,25,Norfolk County,21,Randolph town,55955,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph town, Norfolk County, Massachusetts",31661,"Randolph town, Norfolk County, Massachusetts",55
G250021060785,2006-2010,,,Massachusetts,25,Norfolk County,21,Sharon town,60785,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharon town, Norfolk County, Massachusetts",17435,"Sharon town, Norfolk County, Massachusetts",27
G250021067945,2006-2010,,,Massachusetts,25,Norfolk County,21,Stoughton town,67945,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoughton town, Norfolk County, Massachusetts",26781,"Stoughton town, Norfolk County, Massachusetts",37
G250021072495,2006-2010,,,Massachusetts,25,Norfolk County,21,Walpole town,72495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walpole town, Norfolk County, Massachusetts",23673,"Walpole town, Norfolk County, Massachusetts",31
G250021074175,2006-2010,,,Massachusetts,25,Norfolk County,21,Wellesley town,74175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellesley town, Norfolk County, Massachusetts",27623,"Wellesley town, Norfolk County, Massachusetts",25
G250021078690,2006-2010,,,Massachusetts,25,Norfolk County,21,Westwood town,78690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westwood town, Norfolk County, Massachusetts",14405,"Westwood town, Norfolk County, Massachusetts",22
G250021078972,2006-2010,,,Massachusetts,25,Norfolk County,21,Weymouth Town city,78972,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weymouth Town city, Norfolk County, Massachusetts",53342,"Weymouth Town city, Norfolk County, Massachusetts",33
G250021082315,2006-2010,,,Massachusetts,25,Norfolk County,21,Wrentham town,82315,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrentham town, Norfolk County, Massachusetts",10812,"Wrentham town, Norfolk County, Massachusetts",23
G250023000000,2006-2010,,,Massachusetts,25,Plymouth County,23,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Plymouth County, Massachusetts",0,"County subdivisions not defined, Plymouth County, Massachusetts",127
G250023000170,2006-2010,,,Massachusetts,25,Plymouth County,23,Abington town,170,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abington town, Plymouth County, Massachusetts",15704,"Abington town, Plymouth County, Massachusetts",46
G250023008085,2006-2010,,,Massachusetts,25,Plymouth County,23,Bridgewater town,8085,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridgewater town, Plymouth County, Massachusetts",26396,"Bridgewater town, Plymouth County, Massachusetts",26
G250023009000,2006-2010,,,Massachusetts,25,Plymouth County,23,Brockton city,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brockton city, Plymouth County, Massachusetts",93869,"Brockton city, Plymouth County, Massachusetts",31
G250023011665,2006-2010,,,Massachusetts,25,Plymouth County,23,Carver town,11665,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carver town, Plymouth County, Massachusetts",11447,"Carver town, Plymouth County, Massachusetts",33
G250023017895,2006-2010,,,Massachusetts,25,Plymouth County,23,Duxbury town,17895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duxbury town, Plymouth County, Massachusetts",14897,"Duxbury town, Plymouth County, Massachusetts",29
G250023018455,2006-2010,,,Massachusetts,25,Plymouth County,23,East Bridgewater town,18455,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Bridgewater town, Plymouth County, Massachusetts",13636,"East Bridgewater town, Plymouth County, Massachusetts",17
G250023027795,2006-2010,,,Massachusetts,25,Plymouth County,23,Halifax town,27795,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax town, Plymouth County, Massachusetts",7508,"Halifax town, Plymouth County, Massachusetts",30
G250023028285,2006-2010,,,Massachusetts,25,Plymouth County,23,Hanover town,28285,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover town, Plymouth County, Massachusetts",13743,"Hanover town, Plymouth County, Massachusetts",20
G250023028495,2006-2010,,,Massachusetts,25,Plymouth County,23,Hanson town,28495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson town, Plymouth County, Massachusetts",10094,"Hanson town, Plymouth County, Massachusetts",34
G250023030210,2006-2010,,,Massachusetts,25,Plymouth County,23,Hingham town,30210,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hingham town, Plymouth County, Massachusetts",21731,"Hingham town, Plymouth County, Massachusetts",21
G250023031645,2006-2010,,,Massachusetts,25,Plymouth County,23,Hull town,31645,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hull town, Plymouth County, Massachusetts",10420,"Hull town, Plymouth County, Massachusetts",16
G250023033220,2006-2010,,,Massachusetts,25,Plymouth County,23,Kingston town,33220,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingston town, Plymouth County, Massachusetts",12470,"Kingston town, Plymouth County, Massachusetts",20
G250023033920,2006-2010,,,Massachusetts,25,Plymouth County,23,Lakeville town,33920,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakeville town, Plymouth County, Massachusetts",10462,"Lakeville town, Plymouth County, Massachusetts",42
G250023038540,2006-2010,,,Massachusetts,25,Plymouth County,23,Marion town,38540,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion town, Plymouth County, Massachusetts",4948,"Marion town, Plymouth County, Massachusetts",16
G250023038855,2006-2010,,,Massachusetts,25,Plymouth County,23,Marshfield town,38855,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshfield town, Plymouth County, Massachusetts",24969,"Marshfield town, Plymouth County, Massachusetts",21
G250023039450,2006-2010,,,Massachusetts,25,Plymouth County,23,Mattapoisett town,39450,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mattapoisett town, Plymouth County, Massachusetts",6079,"Mattapoisett town, Plymouth County, Massachusetts",18
G250023040850,2006-2010,,,Massachusetts,25,Plymouth County,23,Middleborough town,40850,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleborough town, Plymouth County, Massachusetts",22538,"Middleborough town, Plymouth County, Massachusetts",23
G250023050145,2006-2010,,,Massachusetts,25,Plymouth County,23,Norwell town,50145,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwell town, Plymouth County, Massachusetts",10370,"Norwell town, Plymouth County, Massachusetts",25
G250023052630,2006-2010,,,Massachusetts,25,Plymouth County,23,Pembroke town,52630,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pembroke town, Plymouth County, Massachusetts",17660,"Pembroke town, Plymouth County, Massachusetts",23
G250023054310,2006-2010,,,Massachusetts,25,Plymouth County,23,Plymouth town,54310,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth town, Plymouth County, Massachusetts",55606,"Plymouth town, Plymouth County, Massachusetts",31
G250023054415,2006-2010,,,Massachusetts,25,Plymouth County,23,Plympton town,54415,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plympton town, Plymouth County, Massachusetts",2777,"Plympton town, Plymouth County, Massachusetts",34
G250023057600,2006-2010,,,Massachusetts,25,Plymouth County,23,Rochester town,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester town, Plymouth County, Massachusetts",5109,"Rochester town, Plymouth County, Massachusetts",19
G250023057775,2006-2010,,,Massachusetts,25,Plymouth County,23,Rockland town,57775,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland town, Plymouth County, Massachusetts",17511,"Rockland town, Plymouth County, Massachusetts",20
G250023060330,2006-2010,,,Massachusetts,25,Plymouth County,23,Scituate town,60330,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scituate town, Plymouth County, Massachusetts",18075,"Scituate town, Plymouth County, Massachusetts",20
G250023072985,2006-2010,,,Massachusetts,25,Plymouth County,23,Wareham town,72985,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wareham town, Plymouth County, Massachusetts",21536,"Wareham town, Plymouth County, Massachusetts",21
G250023075260,2006-2010,,,Massachusetts,25,Plymouth County,23,West Bridgewater town,75260,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Bridgewater town, Plymouth County, Massachusetts",6859,"West Bridgewater town, Plymouth County, Massachusetts",20
G250023079530,2006-2010,,,Massachusetts,25,Plymouth County,23,Whitman town,79530,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman town, Plymouth County, Massachusetts",14370,"Whitman town, Plymouth County, Massachusetts",24
G250025000000,2006-2010,,,Massachusetts,25,Suffolk County,25,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Suffolk County, Massachusetts",0,"County subdivisions not defined, Suffolk County, Massachusetts",127
G250025007000,2006-2010,,,Massachusetts,25,Suffolk County,25,Boston city,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boston city, Suffolk County, Massachusetts",602609,"Boston city, Suffolk County, Massachusetts",58
G250025013205,2006-2010,,,Massachusetts,25,Suffolk County,25,Chelsea city,13205,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelsea city, Suffolk County, Massachusetts",34532,"Chelsea city, Suffolk County, Massachusetts",40
G250025056585,2006-2010,,,Massachusetts,25,Suffolk County,25,Revere city,56585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Revere city, Suffolk County, Massachusetts",50008,"Revere city, Suffolk County, Massachusetts",58
G250025081005,2006-2010,,,Massachusetts,25,Suffolk County,25,Winthrop Town city,81005,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winthrop Town city, Suffolk County, Massachusetts",17311,"Winthrop Town city, Suffolk County, Massachusetts",26
G250027001885,2006-2010,,,Massachusetts,25,Worcester County,27,Ashburnham town,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashburnham town, Worcester County, Massachusetts",5991,"Ashburnham town, Worcester County, Massachusetts",33
G250027002480,2006-2010,,,Massachusetts,25,Worcester County,27,Athol town,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athol town, Worcester County, Massachusetts",11559,"Athol town, Worcester County, Massachusetts",25
G250027002760,2006-2010,,,Massachusetts,25,Worcester County,27,Auburn town,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auburn town, Worcester County, Massachusetts",16185,"Auburn town, Worcester County, Massachusetts",28
G250027003740,2006-2010,,,Massachusetts,25,Worcester County,27,Barre town,3740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barre town, Worcester County, Massachusetts",5370,"Barre town, Worcester County, Massachusetts",37
G250027005490,2006-2010,,,Massachusetts,25,Worcester County,27,Berlin town,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berlin town, Worcester County, Massachusetts",2789,"Berlin town, Worcester County, Massachusetts",22
G250027006015,2006-2010,,,Massachusetts,25,Worcester County,27,Blackstone town,6015,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone town, Worcester County, Massachusetts",9003,"Blackstone town, Worcester County, Massachusetts",20
G250027006365,2006-2010,,,Massachusetts,25,Worcester County,27,Bolton town,6365,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolton town, Worcester County, Massachusetts",4779,"Bolton town, Worcester County, Massachusetts",21
G250027007525,2006-2010,,,Massachusetts,25,Worcester County,27,Boylston town,7525,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boylston town, Worcester County, Massachusetts",4308,"Boylston town, Worcester County, Massachusetts",27
G250027009105,2006-2010,,,Massachusetts,25,Worcester County,27,Brookfield town,9105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookfield town, Worcester County, Massachusetts",3342,"Brookfield town, Worcester County, Massachusetts",24
G250027012715,2006-2010,,,Massachusetts,25,Worcester County,27,Charlton town,12715,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlton town, Worcester County, Massachusetts",12708,"Charlton town, Worcester County, Massachusetts",22
G250027014395,2006-2010,,,Massachusetts,25,Worcester County,27,Clinton town,14395,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton town, Worcester County, Massachusetts",13610,"Clinton town, Worcester County, Massachusetts",23
G250027017300,2006-2010,,,Massachusetts,25,Worcester County,27,Douglas town,17300,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas town, Worcester County, Massachusetts",8239,"Douglas town, Worcester County, Massachusetts",16
G250027017685,2006-2010,,,Massachusetts,25,Worcester County,27,Dudley town,17685,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dudley town, Worcester County, Massachusetts",11171,"Dudley town, Worcester County, Massachusetts",31
G250027018560,2006-2010,,,Massachusetts,25,Worcester County,27,East Brookfield town,18560,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Brookfield town, Worcester County, Massachusetts",2034,"East Brookfield town, Worcester County, Massachusetts",139
G250027023875,2006-2010,,,Massachusetts,25,Worcester County,27,Fitchburg city,23875,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fitchburg city, Worcester County, Massachusetts",40214,"Fitchburg city, Worcester County, Massachusetts",33
G250027025485,2006-2010,,,Massachusetts,25,Worcester County,27,Gardner city,25485,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner city, Worcester County, Massachusetts",20386,"Gardner city, Worcester County, Massachusetts",22
G250027026430,2006-2010,,,Massachusetts,25,Worcester County,27,Grafton town,26430,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton town, Worcester County, Massachusetts",17281,"Grafton town, Worcester County, Massachusetts",26
G250027028740,2006-2010,,,Massachusetts,25,Worcester County,27,Hardwick town,28740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardwick town, Worcester County, Massachusetts",2926,"Hardwick town, Worcester County, Massachusetts",24
G250027028950,2006-2010,,,Massachusetts,25,Worcester County,27,Harvard town,28950,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvard town, Worcester County, Massachusetts",6433,"Harvard town, Worcester County, Massachusetts",27
G250027030560,2006-2010,,,Massachusetts,25,Worcester County,27,Holden town,30560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holden town, Worcester County, Massachusetts",17073,"Holden town, Worcester County, Massachusetts",27
G250027030945,2006-2010,,,Massachusetts,25,Worcester County,27,Hopedale town,30945,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopedale town, Worcester County, Massachusetts",5902,"Hopedale town, Worcester County, Massachusetts",19
G250027031435,2006-2010,,,Massachusetts,25,Worcester County,27,Hubbardston town,31435,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hubbardston town, Worcester County, Massachusetts",4310,"Hubbardston town, Worcester County, Massachusetts",20
G250027034165,2006-2010,,,Massachusetts,25,Worcester County,27,Lancaster town,34165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster town, Worcester County, Massachusetts",7776,"Lancaster town, Worcester County, Massachusetts",19
G250027034795,2006-2010,,,Massachusetts,25,Worcester County,27,Leicester town,34795,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leicester town, Worcester County, Massachusetts",10911,"Leicester town, Worcester County, Massachusetts",35
G250027035075,2006-2010,,,Massachusetts,25,Worcester County,27,Leominster city,35075,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leominster city, Worcester County, Massachusetts",40941,"Leominster city, Worcester County, Massachusetts",71
G250027037420,2006-2010,,,Massachusetts,25,Worcester County,27,Lunenburg town,37420,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lunenburg town, Worcester County, Massachusetts",9985,"Lunenburg town, Worcester County, Massachusetts",16
G250027040255,2006-2010,,,Massachusetts,25,Worcester County,27,Mendon town,40255,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendon town, Worcester County, Massachusetts",5759,"Mendon town, Worcester County, Massachusetts",33
G250027041165,2006-2010,,,Massachusetts,25,Worcester County,27,Milford town,41165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milford town, Worcester County, Massachusetts",27855,"Milford town, Worcester County, Massachusetts",38
G250027041340,2006-2010,,,Massachusetts,25,Worcester County,27,Millbury town,41340,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millbury town, Worcester County, Massachusetts",13220,"Millbury town, Worcester County, Massachusetts",29
G250027041585,2006-2010,,,Massachusetts,25,Worcester County,27,Millville town,41585,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millville town, Worcester County, Massachusetts",3114,"Millville town, Worcester County, Massachusetts",19
G250027045105,2006-2010,,,Massachusetts,25,Worcester County,27,New Braintree town,45105,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Braintree town, Worcester County, Massachusetts",997,"New Braintree town, Worcester County, Massachusetts",206
G250027046820,2006-2010,,,Massachusetts,25,Worcester County,27,Northborough town,46820,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northborough town, Worcester County, Massachusetts",14161,"Northborough town, Worcester County, Massachusetts",31
G250027046925,2006-2010,,,Massachusetts,25,Worcester County,27,Northbridge town,46925,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northbridge town, Worcester County, Massachusetts",15287,"Northbridge town, Worcester County, Massachusetts",26
G250027047135,2006-2010,,,Massachusetts,25,Worcester County,27,North Brookfield town,47135,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Brookfield town, Worcester County, Massachusetts",4691,"North Brookfield town, Worcester County, Massachusetts",22
G250027050670,2006-2010,,,Massachusetts,25,Worcester County,27,Oakham town,50670,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oakham town, Worcester County, Massachusetts",1867,"Oakham town, Worcester County, Massachusetts",122
G250027051825,2006-2010,,,Massachusetts,25,Worcester County,27,Oxford town,51825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford town, Worcester County, Massachusetts",13690,"Oxford town, Worcester County, Massachusetts",31
G250027052420,2006-2010,,,Massachusetts,25,Worcester County,27,Paxton town,52420,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paxton town, Worcester County, Massachusetts",4745,"Paxton town, Worcester County, Massachusetts",16
G250027053120,2006-2010,,,Massachusetts,25,Worcester County,27,Petersham town,53120,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersham town, Worcester County, Massachusetts",1339,"Petersham town, Worcester County, Massachusetts",205
G250027053225,2006-2010,,,Massachusetts,25,Worcester County,27,Phillipston town,53225,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillipston town, Worcester County, Massachusetts",1849,"Phillipston town, Worcester County, Massachusetts",161
G250027055395,2006-2010,,,Massachusetts,25,Worcester County,27,Princeton town,55395,,,,,,,,,,,,,,,,,,,,,,,,,,,"Princeton town, Worcester County, Massachusetts",3406,"Princeton town, Worcester County, Massachusetts",19
G250027058580,2006-2010,,,Massachusetts,25,Worcester County,27,Royalston town,58580,,,,,,,,,,,,,,,,,,,,,,,,,,,"Royalston town, Worcester County, Massachusetts",1101,"Royalston town, Worcester County, Massachusetts",145
G250027058825,2006-2010,,,Massachusetts,25,Worcester County,27,Rutland town,58825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutland town, Worcester County, Massachusetts",7700,"Rutland town, Worcester County, Massachusetts",18
G250027061800,2006-2010,,,Massachusetts,25,Worcester County,27,Shrewsbury town,61800,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shrewsbury town, Worcester County, Massachusetts",35001,"Shrewsbury town, Worcester County, Massachusetts",28
G250027063165,2006-2010,,,Massachusetts,25,Worcester County,27,Southborough town,63165,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southborough town, Worcester County, Massachusetts",9617,"Southborough town, Worcester County, Massachusetts",25
G250027063345,2006-2010,,,Massachusetts,25,Worcester County,27,Southbridge Town city,63345,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southbridge Town city, Worcester County, Massachusetts",16851,"Southbridge Town city, Worcester County, Massachusetts",32
G250027066105,2006-2010,,,Massachusetts,25,Worcester County,27,Spencer town,66105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer town, Worcester County, Massachusetts",11724,"Spencer town, Worcester County, Massachusetts",29
G250027067385,2006-2010,,,Massachusetts,25,Worcester County,27,Sterling town,67385,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling town, Worcester County, Massachusetts",7719,"Sterling town, Worcester County, Massachusetts",43
G250027068155,2006-2010,,,Massachusetts,25,Worcester County,27,Sturbridge town,68155,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sturbridge town, Worcester County, Massachusetts",9037,"Sturbridge town, Worcester County, Massachusetts",24
G250027068610,2006-2010,,,Massachusetts,25,Worcester County,27,Sutton town,68610,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton town, Worcester County, Massachusetts",8869,"Sutton town, Worcester County, Massachusetts",17
G250027069275,2006-2010,,,Massachusetts,25,Worcester County,27,Templeton town,69275,,,,,,,,,,,,,,,,,,,,,,,,,,,"Templeton town, Worcester County, Massachusetts",7801,"Templeton town, Worcester County, Massachusetts",20
G250027071480,2006-2010,,,Massachusetts,25,Worcester County,27,Upton town,71480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upton town, Worcester County, Massachusetts",7231,"Upton town, Worcester County, Massachusetts",20
G250027071620,2006-2010,,,Massachusetts,25,Worcester County,27,Uxbridge town,71620,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uxbridge town, Worcester County, Massachusetts",13081,"Uxbridge town, Worcester County, Massachusetts",25
G250027073090,2006-2010,,,Massachusetts,25,Worcester County,27,Warren town,73090,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren town, Worcester County, Massachusetts",5079,"Warren town, Worcester County, Massachusetts",25
G250027073895,2006-2010,,,Massachusetts,25,Worcester County,27,Webster town,73895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster town, Worcester County, Massachusetts",16745,"Webster town, Worcester County, Massachusetts",22
G250027075015,2006-2010,,,Massachusetts,25,Worcester County,27,Westborough town,75015,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westborough town, Worcester County, Massachusetts",18272,"Westborough town, Worcester County, Massachusetts",35
G250027075155,2006-2010,,,Massachusetts,25,Worcester County,27,West Boylston town,75155,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Boylston town, Worcester County, Massachusetts",7657,"West Boylston town, Worcester County, Massachusetts",19
G250027075400,2006-2010,,,Massachusetts,25,Worcester County,27,West Brookfield town,75400,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Brookfield town, Worcester County, Massachusetts",3733,"West Brookfield town, Worcester County, Massachusetts",20
