GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017
G250013030840,2006-2010,,,Massachusetts,25,Hampden County,13,Holyoke City,30840,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holyoke City, Hampden County, Massachusetts",16108,3166,1760,1088,1086,735,597,702,904,663,1189,1154,1482,819,372,262,129,"Holyoke City, Hampden County, Massachusetts",502,394,308,280,264,188,178,183,199,186,212,236,264,190,125,79,82
G250013036300,2006-2010,,,Massachusetts,25,Hampden County,13,Longmeadow Town,36300,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmeadow Town, Hampden County, Massachusetts",5590,190,132,130,125,134,214,201,134,147,344,532,648,768,563,456,872,"Longmeadow Town, Hampden County, Massachusetts",232,107,63,62,67,68,104,86,84,74,105,139,149,176,140,121,171
G250013037175,2006-2010,,,Massachusetts,25,Hampden County,13,Ludlow Town,37175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ludlow Town, Hampden County, Massachusetts",7753,209,359,393,402,354,220,478,359,353,664,1023,1319,837,316,250,217,"Ludlow Town, Hampden County, Massachusetts",244,78,125,125,116,141,93,139,130,115,157,180,202,170,118,98,77
G250013042145,2006-2010,,,Massachusetts,25,Hampden County,13,Monson Town,42145,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monson Town, Hampden County, Massachusetts",3123,181,106,51,113,95,227,84,75,96,289,290,508,486,277,163,82,"Monson Town, Hampden County, Massachusetts",171,80,61,44,56,62,129,55,50,59,115,122,143,142,107,66,53
G250013042530,2006-2010,,,Massachusetts,25,Hampden County,13,Montgomery Town,42530,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery Town, Hampden County, Massachusetts",291,3,3,3,7,6,24,17,9,24,26,26,50,21,44,15,13,"Montgomery Town, Hampden County, Massachusetts",41,4,5,4,8,6,18,12,8,20,14,11,24,11,33,14,8
G250013052144,2006-2010,,,Massachusetts,25,Hampden County,13,Palmer Town City,52144,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palmer Town City, Hampden County, Massachusetts",5189,388,261,363,266,261,257,253,247,250,510,439,806,462,195,80,151,"Palmer Town City, Hampden County, Massachusetts",229,129,100,140,104,99,97,97,100,105,150,127,202,133,81,53,74
G250013058650,2006-2010,,,Massachusetts,25,Hampden County,13,Russell Town,58650,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell Town, Hampden County, Massachusetts",636,23,31,26,0,33,33,38,30,43,79,54,106,65,38,37,0,"Russell Town, Hampden County, Massachusetts",67,19,21,20,127,17,19,25,16,27,37,23,34,27,22,23,127
G250013065825,2006-2010,,,Massachusetts,25,Hampden County,13,Southwick Town,65825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southwick Town, Hampden County, Massachusetts",3737,33,195,178,200,120,195,169,68,126,221,478,706,311,322,192,223,"Southwick Town, Hampden County, Massachusetts",149,38,121,90,99,76,90,96,62,67,119,134,173,100,104,94,97
G250013067000,2006-2010,,,Massachusetts,25,Hampden County,13,Springfield City,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Springfield City, Hampden County, Massachusetts",56229,8046,5262,4624,3694,3461,3293,2618,2587,2052,4160,5180,6096,2820,1022,819,495,"Springfield City, Hampden County, Massachusetts",1013,597,539,428,406,440,349,365,393,283,374,471,467,316,198,155,136
G250013070045,2006-2010,,,Massachusetts,25,Hampden County,13,Tolland Town,70045,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland Town, Hampden County, Massachusetts",198,4,7,9,3,3,9,6,8,12,43,24,24,11,10,17,8,"Tolland Town, Hampden County, Massachusetts",38,4,6,7,5,5,10,6,7,11,25,13,17,8,7,18,7
G250013072390,2006-2010,,,Massachusetts,25,Hampden County,13,Wales Town,72390,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wales Town, Hampden County, Massachusetts",774,21,23,29,41,28,51,19,36,19,92,74,112,107,55,56,11,"Wales Town, Hampden County, Massachusetts",71,19,10,20,25,18,24,17,18,11,35,28,36,38,31,24,13
G250013076030,2006-2010,,,Massachusetts,25,Hampden County,13,Westfield City,76030,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westfield City, Hampden County, Massachusetts",15270,1354,969,896,819,729,705,607,662,614,1297,1392,2039,1254,710,704,519,"Westfield City, Hampden County, Massachusetts",517,277,191,227,205,235,196,140,126,153,258,226,244,188,128,156,116
G250013077890,2006-2010,,,Massachusetts,25,Hampden County,13,West Springfield Town City,77890,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Springfield Town City, Hampden County, Massachusetts",11761,845,678,698,660,745,651,494,459,506,904,1395,1696,774,655,301,300,"West Springfield Town City, Hampden County, Massachusetts",330,222,174,212,190,208,182,177,135,174,201,288,254,161,158,103,102
G250013079740,2006-2010,,,Massachusetts,25,Hampden County,13,Wilbraham Town,79740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilbraham Town, Hampden County, Massachusetts",5091,146,223,104,224,143,197,151,136,86,274,326,790,684,538,592,477,"Wilbraham Town, Hampden County, Massachusetts",178,84,125,53,94,64,99,69,78,62,108,112,192,163,133,141,145
G250015001325,2006-2010,,,Massachusetts,25,Hampshire County,15,Amherst Town,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amherst Town, Hampshire County, Massachusetts",9105,885,815,580,628,412,379,267,367,216,510,539,1006,924,463,565,549,"Amherst Town, Hampshire County, Massachusetts",785,265,251,209,187,130,152,101,138,111,137,158,188,175,134,160,148
G250015004825,2006-2010,,,Massachusetts,25,Hampshire County,15,BelcherTown Town,4825,,,,,,,,,,,,,,,,,,,,,,,,,,,"BelcherTown Town, Hampshire County, Massachusetts",5442,224,206,182,187,169,211,165,182,199,511,434,994,853,383,337,205,"BelcherTown Town, Hampshire County, Massachusetts",143,102,106,87,113,104,102,82,109,109,189,134,198,173,111,113,89
G250015013590,2006-2010,,,Massachusetts,25,Hampshire County,15,Chesterfield Town,13590,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield Town, Hampshire County, Massachusetts",453,14,9,10,26,17,8,33,40,24,58,60,59,39,32,13,11,"Chesterfield Town, Hampshire County, Massachusetts",38,11,7,15,22,11,7,17,23,11,26,27,27,18,23,11,13
G250015016040,2006-2010,,,Massachusetts,25,Hampshire County,15,Cummington Town,16040,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cummington Town, Hampshire County, Massachusetts",414,15,28,7,45,16,25,19,8,19,25,52,67,53,9,17,9,"Cummington Town, Hampshire County, Massachusetts",45,10,18,7,25,12,12,18,7,12,13,20,22,20,8,9,9
G250015019370,2006-2010,,,Massachusetts,25,Hampshire County,15,Easthampton Town City,19370,,,,,,,,,,,,,,,,,,,,,,,,,,,"Easthampton Town City, Hampshire County, Massachusetts",7233,424,574,202,358,354,428,333,479,281,474,610,1309,807,199,273,128,"Easthampton Town City, Hampshire County, Massachusetts",239,150,175,93,127,144,134,119,158,118,130,158,227,210,88,128,86
G250015026290,2006-2010,,,Massachusetts,25,Hampshire County,15,Goshen Town,26290,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goshen Town, Hampshire County, Massachusetts",428,6,15,21,21,11,6,18,16,17,35,55,137,16,14,25,15,"Goshen Town, Hampshire County, Massachusetts",65,6,13,22,20,9,7,17,16,10,18,31,48,15,12,21,18
G250015026535,2006-2010,,,Massachusetts,25,Hampshire County,15,Granby Town,26535,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granby Town, Hampshire County, Massachusetts",2578,100,118,65,66,96,207,94,96,78,217,267,480,319,243,132,0,"Granby Town, Hampshire County, Massachusetts",136,59,94,64,55,72,107,52,76,58,97,107,127,107,89,84,127
G250015027690,2006-2010,,,Massachusetts,25,Hampshire County,15,Hadley Town,27690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hadley Town, Hampshire County, Massachusetts",1977,78,96,128,105,39,108,101,30,55,161,179,424,204,142,88,39,"Hadley Town, Hampshire County, Massachusetts",161,42,64,45,60,33,65,79,29,42,74,76,129,85,78,46,36
G250015029265,2006-2010,,,Massachusetts,25,Hampshire County,15,Hatfield Town,29265,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hatfield Town, Hampshire County, Massachusetts",1531,152,60,90,77,42,119,34,99,50,115,144,199,127,92,73,58,"Hatfield Town, Hampshire County, Massachusetts",100,86,61,62,59,36,79,31,62,42,57,73,77,69,52,50,40
G250015031785,2006-2010,,,Massachusetts,25,Hampshire County,15,Huntington Town,31785,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Town, Hampshire County, Massachusetts",870,47,50,44,56,11,49,32,44,64,25,100,157,112,29,28,22,"Huntington Town, Hampshire County, Massachusetts",73,25,33,34,38,13,28,31,23,36,19,38,48,55,20,19,18
G250015040990,2006-2010,,,Massachusetts,25,Hampshire County,15,Middlefield Town,40990,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlefield Town, Hampshire County, Massachusetts",176,0,0,12,9,2,21,6,0,17,21,0,38,21,17,12,0,"Middlefield Town, Hampshire County, Massachusetts",38,127,127,14,8,5,17,6,127,15,14,127,21,14,19,14,127
G250015046330,2006-2010,,,Massachusetts,25,Hampshire County,15,Northampton City,46330,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton City, Hampshire County, Massachusetts",11783,1008,643,532,489,521,628,540,686,505,878,1319,1424,985,462,529,634,"Northampton City, Hampshire County, Massachusetts",407,209,194,132,127,165,192,137,167,125,201,201,190,183,133,144,149
G250015052560,2006-2010,,,Massachusetts,25,Hampshire County,15,Pelham Town,52560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pelham Town, Hampshire County, Massachusetts",542,6,12,20,6,18,9,12,19,17,40,72,128,32,38,62,51,"Pelham Town, Hampshire County, Massachusetts",37,6,10,12,7,13,8,9,17,17,17,22,26,15,17,21,24
G250015054030,2006-2010,,,Massachusetts,25,Hampshire County,15,Plainfield Town,54030,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plainfield Town, Hampshire County, Massachusetts",259,9,15,12,11,12,9,23,5,11,28,27,60,6,16,8,7,"Plainfield Town, Hampshire County, Massachusetts",30,7,10,9,9,8,8,10,5,8,16,14,22,6,15,8,7
G250015062745,2006-2010,,,Massachusetts,25,Hampshire County,15,Southampton Town,62745,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southampton Town, Hampshire County, Massachusetts",2226,43,143,59,32,111,73,66,87,72,110,272,289,426,207,93,143,"Southampton Town, Hampshire County, Massachusetts",104,40,99,49,36,63,53,49,50,55,74,115,91,144,84,53,79
G250015064145,2006-2010,,,Massachusetts,25,Hampshire County,15,South Hadley Town,64145,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Hadley Town, Hampshire County, Massachusetts",6983,303,286,263,139,264,203,443,270,326,838,803,1471,558,339,236,241,"South Hadley Town, Hampshire County, Massachusetts",267,121,132,80,71,115,75,145,97,91,173,158,238,149,95,77,79
G250015072880,2006-2010,,,Massachusetts,25,Hampshire County,15,Ware Town,72880,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware Town, Hampshire County, Massachusetts",4352,286,383,269,248,152,158,174,218,260,344,477,517,482,199,164,21,"Ware Town, Hampshire County, Massachusetts",198,126,124,125,108,87,74,101,81,133,112,146,134,133,99,77,24
G250015076380,2006-2010,,,Massachusetts,25,Hampshire County,15,Westhampton Town,76380,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westhampton Town, Hampshire County, Massachusetts",608,10,10,16,15,9,27,32,33,20,24,70,147,80,57,48,10,"Westhampton Town, Hampshire County, Massachusetts",34,7,8,12,9,7,13,25,16,13,15,28,33,23,23,18,7
G250015079915,2006-2010,,,Massachusetts,25,Hampshire County,15,Williamsburg Town,79915,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg Town, Hampshire County, Massachusetts",1124,88,18,29,55,19,50,31,43,36,119,142,192,119,42,91,50,"Williamsburg Town, Hampshire County, Massachusetts",81,54,13,30,24,17,26,31,22,21,56,46,44,52,21,42,26
G250015082175,2006-2010,,,Massachusetts,25,Hampshire County,15,Worthington Town,82175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worthington Town, Hampshire County, Massachusetts",528,31,15,23,23,30,33,20,28,27,23,79,71,35,51,15,24,"Worthington Town, Hampshire County, Massachusetts",50,18,11,26,14,18,19,16,17,16,14,30,23,16,23,11,14
G250017000380,2006-2010,,,Massachusetts,25,Middlesex County,17,Acton Town,380,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acton Town, Middlesex County, Massachusetts",7736,189,227,101,184,126,278,246,301,129,389,665,833,782,730,940,1616,"Acton Town, Middlesex County, Massachusetts",200,77,92,65,77,69,117,113,112,65,120,155,143,170,151,151,202
G250017001605,2006-2010,,,Massachusetts,25,Middlesex County,17,Arlington Town,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Town, Middlesex County, Massachusetts",18994,905,698,490,591,345,542,670,532,444,1259,2025,3124,2004,1839,1703,1823,"Arlington Town, Middlesex County, Massachusetts",393,221,191,152,159,120,146,206,126,167,210,269,288,306,241,200,250
G250017001955,2006-2010,,,Massachusetts,25,Middlesex County,17,Ashby Town,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashby Town, Middlesex County, Massachusetts",1032,60,26,41,17,52,21,10,10,21,83,148,208,104,103,98,30,"Ashby Town, Middlesex County, Massachusetts",58,32,19,31,13,32,19,16,11,20,37,48,60,48,41,40,26
G250017002130,2006-2010,,,Massachusetts,25,Middlesex County,17,Ashland Town,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland Town, Middlesex County, Massachusetts",6365,202,97,225,170,338,161,155,189,75,413,568,817,809,441,900,805,"Ashland Town, Middlesex County, Massachusetts",205,120,62,120,65,153,81,97,77,73,153,159,194,187,141,179,178
G250017003005,2006-2010,,,Massachusetts,25,Middlesex County,17,Ayer Town,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ayer Town, Middlesex County, Massachusetts",3026,123,381,54,109,44,123,168,156,186,286,239,431,210,246,166,104,"Ayer Town, Middlesex County, Massachusetts",430,97,161,44,61,43,79,108,99,128,129,123,124,83,112,91,71
G250017004615,2006-2010,,,Massachusetts,25,Middlesex County,17,Bedford Town,4615,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford Town, Middlesex County, Massachusetts",4888,59,113,94,111,130,130,69,225,98,374,277,621,530,450,883,724,"Bedford Town, Middlesex County, Massachusetts",157,42,76,68,64,67,70,48,82,76,144,118,137,165,127,164,161
G250017005070,2006-2010,,,Massachusetts,25,Middlesex County,17,Belmont Town,5070,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont Town, Middlesex County, Massachusetts",9572,342,171,292,299,278,210,298,178,198,471,1001,1265,1209,823,1078,1459,"Belmont Town, Middlesex County, Massachusetts",233,117,68,113,94,96,94,101,69,74,137,168,197,196,140,151,180
G250017005805,2006-2010,,,Massachusetts,25,Middlesex County,17,Billerica Town,5805,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billerica Town, Middlesex County, Massachusetts",13567,246,254,331,246,299,395,342,540,472,834,1639,2615,2333,1288,1253,480,"Billerica Town, Middlesex County, Massachusetts",322,93,112,132,105,121,131,138,150,111,179,298,302,290,199,181,135
G250017007350,2006-2010,,,Massachusetts,25,Middlesex County,17,Boxborough Town,7350,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boxborough Town, Middlesex County, Massachusetts",1892,90,60,24,17,99,19,82,60,106,44,146,143,336,87,272,307,"Boxborough Town, Middlesex County, Massachusetts",112,64,60,23,19,67,21,50,38,65,32,51,59,89,43,78,76
G250017009840,2006-2010,,,Massachusetts,25,Middlesex County,17,Burlington Town,9840,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington Town, Middlesex County, Massachusetts",9158,167,266,274,287,212,224,329,260,348,653,850,1192,1420,925,931,820,"Burlington Town, Middlesex County, Massachusetts",280,74,108,124,97,103,100,132,111,103,149,175,232,222,156,172,203
G250017011000,2006-2010,,,Massachusetts,25,Middlesex County,17,Cambridge City,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge City, Middlesex County, Massachusetts",46244,4171,2443,2133,1971,1678,1680,1411,1770,1334,3195,4033,5195,4322,2772,3692,4444,"Cambridge City, Middlesex County, Massachusetts",1092,478,344,303,314,266,287,256,290,255,382,443,432,471,329,428,387
G250017011525,2006-2010,,,Massachusetts,25,Middlesex County,17,Carlisle Town,11525,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle Town, Middlesex County, Massachusetts",1594,35,47,37,11,63,0,23,7,19,33,75,149,130,137,212,616,"Carlisle Town, Middlesex County, Massachusetts",70,40,34,57,18,68,127,20,11,21,32,40,57,60,59,71,81
G250017013135,2006-2010,,,Massachusetts,25,Middlesex County,17,Chelmsford Town,13135,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelmsford Town, Middlesex County, Massachusetts",13378,409,476,406,348,392,404,439,419,394,839,1126,1473,2113,1376,1673,1091,"Chelmsford Town, Middlesex County, Massachusetts",286,136,136,122,106,113,116,148,115,181,226,217,225,236,232,188,154
G250017015060,2006-2010,,,Massachusetts,25,Middlesex County,17,Concord Town,15060,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord Town, Middlesex County, Massachusetts",6083,134,96,133,198,123,145,119,142,135,318,356,601,599,565,762,1657,"Concord Town, Middlesex County, Massachusetts",239,76,61,63,80,75,68,62,63,58,104,115,160,160,135,159,201
G250017017475,2006-2010,,,Massachusetts,25,Middlesex County,17,Dracut Town,17475,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dracut Town, Middlesex County, Massachusetts",11096,386,377,381,312,452,297,357,494,289,1094,1446,1848,1428,932,615,388,"Dracut Town, Middlesex County, Massachusetts",299,161,149,100,117,139,121,140,186,122,232,286,259,251,226,170,132
G250017017825,2006-2010,,,Massachusetts,25,Middlesex County,17,Dunstable Town,17825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunstable Town, Middlesex County, Massachusetts",1029,14,17,41,4,11,4,21,29,9,75,89,133,172,110,164,136,"Dunstable Town, Middlesex County, Massachusetts",43,15,16,33,7,13,7,20,20,10,32,49,48,50,47,51,49
G250017021990,2006-2010,,,Massachusetts,25,Middlesex County,17,Everett City,21990,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett City, Middlesex County, Massachusetts",15277,996,1065,766,841,740,1029,862,743,628,1131,1775,2299,1074,507,618,203,"Everett City, Middlesex County, Massachusetts",552,266,240,242,213,223,247,245,257,187,267,322,325,259,201,186,100
G250017024925,2006-2010,,,Massachusetts,25,Middlesex County,17,Framingham Town,24925,,,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham Town, Middlesex County, Massachusetts",26210,1675,1450,648,1074,1196,1102,1029,1097,1053,1841,2429,3383,2462,2203,2102,1466,"Framingham Town, Middlesex County, Massachusetts",593,325,276,137,245,290,195,254,279,277,341,293,328,308,310,302,272
G250017027480,2006-2010,,,Massachusetts,25,Middlesex County,17,Groton Town,27480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groton Town, Middlesex County, Massachusetts",3505,61,35,110,15,43,90,32,60,111,186,208,452,383,415,510,794,"Groton Town, Middlesex County, Massachusetts",129,41,40,86,26,42,47,36,50,75,77,82,163,127,114,117,157
G250017030700,2006-2010,,,Massachusetts,25,Middlesex County,17,Holliston Town,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holliston Town, Middlesex County, Massachusetts",4866,104,78,66,145,109,155,101,139,108,281,453,622,643,491,676,695,"Holliston Town, Middlesex County, Massachusetts",160,58,46,50,66,59,73,57,64,63,118,143,147,131,139,143,139
G250017031085,2006-2010,,,Massachusetts,25,Middlesex County,17,Hopkinton Town,31085,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkinton Town, Middlesex County, Massachusetts",4880,36,146,108,39,39,49,81,79,33,245,416,571,693,349,653,1343,"Hopkinton Town, Middlesex County, Massachusetts",115,35,98,68,39,33,41,49,37,39,82,119,148,147,107,154,182
G250017031540,2006-2010,,,Massachusetts,25,Middlesex County,17,Hudson Town,31540,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson Town, Middlesex County, Massachusetts",7491,435,328,194,286,281,322,400,209,190,331,770,1090,973,612,588,482,"Hudson Town, Middlesex County, Massachusetts",251,153,129,72,108,111,133,119,76,75,94,171,208,170,140,161,116
G250017035215,2006-2010,,,Massachusetts,25,Middlesex County,17,Lexington Town,35215,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington Town, Middlesex County, Massachusetts",11392,287,309,132,313,278,196,199,196,250,357,648,1006,1260,1000,1790,3171,"Lexington Town, Middlesex County, Massachusetts",251,94,107,54,109,95,82,101,83,97,93,136,187,213,164,236,279
G250017035425,2006-2010,,,Massachusetts,25,Middlesex County,17,Lincoln Town,35425,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln Town, Middlesex County, Massachusetts",2207,23,41,12,14,33,91,37,55,33,96,185,194,323,173,224,673,"Lincoln Town, Middlesex County, Massachusetts",125,26,40,18,22,30,66,35,44,40,52,74,89,93,66,82,139
G250017035950,2006-2010,,,Massachusetts,25,Middlesex County,17,Littleton Town,35950,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton Town, Middlesex County, Massachusetts",3167,130,128,150,82,14,96,89,68,48,85,183,402,532,350,474,336,"Littleton Town, Middlesex County, Massachusetts",143,91,86,94,53,23,53,66,45,40,56,78,114,140,107,121,104
G250017037000,2006-2010,,,Massachusetts,25,Middlesex County,17,Lowell City,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowell City, Middlesex County, Massachusetts",38978,3646,2850,2133,2047,1565,1768,1713,2078,1617,3315,4828,5430,2567,1521,1386,514,"Lowell City, Middlesex County, Massachusetts",852,460,421,316,355,254,360,303,370,289,426,451,470,358,236,253,130
G250017037875,2006-2010,,,Massachusetts,25,Middlesex County,17,Malden City,37875,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malden City, Middlesex County, Massachusetts",23471,1758,1155,1262,1572,912,1297,786,1166,810,1549,2411,3976,2024,1202,1087,504,"Malden City, Middlesex County, Massachusetts",570,308,255,231,275,251,289,208,278,186,333,382,416,320,262,236,128
G250017038715,2006-2010,,,Massachusetts,25,Middlesex County,17,Marlborough City,38715,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlborough City, Middlesex County, Massachusetts",15732,796,652,475,612,846,397,713,708,587,976,1546,1736,1952,1402,1155,1179,"Marlborough City, Middlesex County, Massachusetts",461,218,203,142,181,201,118,202,235,172,195,279,337,288,296,245,215
G250017039625,2006-2010,,,Massachusetts,25,Middlesex County,17,Maynard Town,39625,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maynard Town, Middlesex County, Massachusetts",4211,128,191,205,158,230,94,181,130,139,227,396,829,541,323,268,171,"Maynard Town, Middlesex County, Massachusetts",217,75,146,111,80,83,60,80,71,75,82,129,185,143,124,112,74
G250017039835,2006-2010,,,Massachusetts,25,Middlesex County,17,Medford City,39835,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford City, Middlesex County, Massachusetts",22521,1426,928,804,784,959,718,936,890,1036,1499,2164,3342,2565,1710,1928,832,"Medford City, Middlesex County, Massachusetts",553,284,189,196,168,199,179,191,215,262,260,292,372,304,273,298,220
G250017040115,2006-2010,,,Massachusetts,25,Middlesex County,17,Melrose City,40115,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melrose City, Middlesex County, Massachusetts",10741,566,502,321,285,371,320,357,342,244,645,944,1803,1217,964,1070,790,"Melrose City, Middlesex County, Massachusetts",315,184,152,113,98,131,145,139,144,86,176,172,275,199,178,210,211
G250017043895,2006-2010,,,Massachusetts,25,Middlesex County,17,Natick Town,43895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natick Town, Middlesex County, Massachusetts",13115,406,501,327,247,320,373,416,503,307,831,1158,1886,1613,1266,1256,1705,"Natick Town, Middlesex County, Massachusetts",297,149,151,100,99,84,112,157,148,115,180,238,270,249,188,214,214
G250017045560,2006-2010,,,Massachusetts,25,Middlesex County,17,Newton City,45560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton City, Middlesex County, Massachusetts",29337,1460,819,574,703,513,627,648,801,709,1682,2202,3036,2945,2315,3204,7099,"Newton City, Middlesex County, Massachusetts",725,229,157,144,148,174,106,153,173,167,255,314,297,310,306,319,468
G250017048955,2006-2010,,,Massachusetts,25,Middlesex County,17,North Reading Town,48955,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Reading Town, Middlesex County, Massachusetts",5026,121,165,180,125,53,128,35,53,152,338,334,982,672,482,703,503,"North Reading Town, Middlesex County, Massachusetts",168,80,90,107,78,42,80,40,44,79,128,113,211,173,120,172,133
G250017052805,2006-2010,,,Massachusetts,25,Middlesex County,17,Pepperell Town,52805,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pepperell Town, Middlesex County, Massachusetts",4098,85,119,126,109,65,157,107,208,78,338,416,621,509,449,378,333,"Pepperell Town, Middlesex County, Massachusetts",153,45,73,77,76,40,74,63,88,49,120,118,114,115,126,126,107
G250017056130,2006-2010,,,Massachusetts,25,Middlesex County,17,Reading Town,56130,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reading Town, Middlesex County, Massachusetts",8882,213,251,215,171,237,233,211,258,151,389,825,1327,1098,1060,1086,1157,"Reading Town, Middlesex County, Massachusetts",293,87,112,94,67,92,78,102,102,69,131,201,219,192,173,167,212
G250017061380,2006-2010,,,Massachusetts,25,Middlesex County,17,Sherborn Town,61380,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherborn Town, Middlesex County, Massachusetts",1468,43,10,10,24,31,17,36,34,29,39,64,111,147,177,149,547,"Sherborn Town, Middlesex County, Massachusetts",68,35,16,16,22,47,19,29,30,20,31,44,68,64,73,51,104
G250017061590,2006-2010,,,Massachusetts,25,Middlesex County,17,Shirley Town,61590,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shirley Town, Middlesex County, Massachusetts",2280,67,104,52,157,63,113,32,79,100,172,323,335,347,147,154,35,"Shirley Town, Middlesex County, Massachusetts",142,63,72,49,81,49,89,36,59,72,116,130,125,126,62,67,34
G250017062535,2006-2010,,,Massachusetts,25,Middlesex County,17,Somerville City,62535,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville City, Middlesex County, Massachusetts",31918,2363,1602,1233,1412,1161,1304,1357,1453,1501,2100,3395,4724,3414,1739,1865,1295,"Somerville City, Middlesex County, Massachusetts",780,385,335,275,255,296,327,334,293,322,324,427,463,407,259,287,252
