GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELM,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G06027300","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Nicasio Elementary School District","27300",,,,"Nicasio Elementary School District, California",457,"Nicasio Elementary School District, California",91
"G06027450","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Norris Elementary School District","27450",,,,"Norris Elementary School District, California",16848,"Norris Elementary School District, California",1035
"G06027480","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"North County Joint Union Elementary School District","27480",,,,"North County Joint Union Elementary School District, California",3593,"North County Joint Union Elementary School District, California",753
"G06027510","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"North Cow Creek Elementary School District","27510",,,,"North Cow Creek Elementary School District, California",1679,"North Cow Creek Elementary School District, California",271
"G06027600","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"North Sacramento Elementary School District","27600",,,,"North Sacramento Elementary School District, California",43333,"North Sacramento Elementary School District, California",1721
"G06027750","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Nuestro Elementary School District","27750",,,,"Nuestro Elementary School District, California",292,"Nuestro Elementary School District, California",106
"G06027780","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Nuview Union Elementary School District","27780",,,,"Nuview Union Elementary School District, California",8905,"Nuview Union Elementary School District, California",1054
"G06027810","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oak Grove Elementary School District","27810",,,,"Oak Grove Elementary School District, California",108058,"Oak Grove Elementary School District, California",2001
"G06027840","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oak Grove Union Elementary School District","27840",,,,"Oak Grove Union Elementary School District, California",5282,"Oak Grove Union Elementary School District, California",776
"G06027870","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oak Run Elementary School District","27870",,,,"Oak Run Elementary School District, California",562,"Oak Run Elementary School District, California",116
"G06027900","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oak Valley Union Elementary School District","27900",,,,"Oak Valley Union Elementary School District, California",1460,"Oak Valley Union Elementary School District, California",268
"G06027930","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oak View Union Elementary School District","27930",,,,"Oak View Union Elementary School District, California",2886,"Oak View Union Elementary School District, California",495
"G06028080","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oakley Union Elementary School District","28080",,,,"Oakley Union Elementary School District, California",28835,"Oakley Union Elementary School District, California",930
"G06028140","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ocean View Elementary School District (Orange County)","28140",,,,"Ocean View Elementary School District (Orange County), California",92726,"Ocean View Elementary School District (Orange County), California",1413
"G06028170","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ocean View Elementary School District (Ventura County)","28170",,,,"Ocean View Elementary School District (Ventura County), California",16466,"Ocean View Elementary School District (Ventura County), California",1016
"G06028320","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Old Adobe Union Elementary School District","28320",,,,"Old Adobe Union Elementary School District, California",24147,"Old Adobe Union Elementary School District, California",926
"G06028470","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ontario-Montclair Elementary School District","28470",,,,"Ontario-Montclair Elementary School District, California",171877,"Ontario-Montclair Elementary School District, California",2441
"G06028500","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ophir Elementary School District","28500",,,,"Ophir Elementary School District, California",1748,"Ophir Elementary School District, California",242
"G06028530","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Orange Center Elementary School District","28530",,,,"Orange Center Elementary School District, California",1697,"Orange Center Elementary School District, California",402
"G06028680","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Orchard Elementary School District","28680",,,,"Orchard Elementary School District, California",14036,"Orchard Elementary School District, California",1112
"G06028710","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Orcutt Union Elementary School District","28710",,,,"Orcutt Union Elementary School District, California",33856,"Orcutt Union Elementary School District, California",1338
"G06028830","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Orick Elementary School District","28830",,,,"Orick Elementary School District, California",305,"Orick Elementary School District, California",85
"G06028860","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Orinda Union Elementary School District","28860",,,,"Orinda Union Elementary School District, California",18230,"Orinda Union Elementary School District, California",66
"G06028950","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oro Grande Elementary School District","28950",,,,"Oro Grande Elementary School District, California",1148,"Oro Grande Elementary School District, California",378
"G06029100","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oroville City Elementary School District","29100",,,,"Oroville City Elementary School District, California",21715,"Oroville City Elementary School District, California",1233
"G06029160","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Outside Creek Elementary School District","29160",,,,"Outside Creek Elementary School District, California",656,"Outside Creek Elementary School District, California",165
"G06029220","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Oxnard Elementary School District","29220",,,,"Oxnard Elementary School District, California",119589,"Oxnard Elementary School District, California",2302
"G06029280","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pacheco Union Elementary School District","29280",,,,"Pacheco Union Elementary School District, California",8292,"Pacheco Union Elementary School District, California",658
"G06029340","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pacific Elementary School District","29340",,,,"Pacific Elementary School District, California",718,"Pacific Elementary School District, California",173
"G06029400","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pacific Union Elementary School District (Fresno County)","29400",,,,"Pacific Union Elementary School District (Fresno County), California",3412,"Pacific Union Elementary School District (Fresno County), California",1663
"G06029430","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pacific Union Elementary School District (Humboldt County)","29430",,,,"Pacific Union Elementary School District (Humboldt County), California",5745,"Pacific Union Elementary School District (Humboldt County), California",637
"G06029540","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Palermo Union Elementary School District","29540",,,,"Palermo Union Elementary School District, California",8722,"Palermo Union Elementary School District, California",971
"G06029580","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Palmdale Elementary School District","29580",,,,"Palmdale Elementary School District, California",120530,"Palmdale Elementary School District, California",1781
"G06029670","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Palo Verde Union Elementary School District","29670",,,,"Palo Verde Union Elementary School District, California",2628,"Palo Verde Union Elementary School District, California",402
"G06029770","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Panoche Elementary School District","29770",,,,"Panoche Elementary School District, California",136,"Panoche Elementary School District, California",57
"G06029790","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Paradise Elementary School District","29790",,,,"Paradise Elementary School District, California",2580,"Paradise Elementary School District, California",336
"G06030090","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Peninsula Union Elementary School District","30090",,,,"Peninsula Union Elementary School District, California",441,"Peninsula Union Elementary School District, California",144
"G06030180","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Perris Elementary School District","30180",,,,"Perris Elementary School District, California",39867,"Perris Elementary School District, California",1788
"G06030230","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Petaluma City Elementary School District","30230",,,,"Petaluma City Elementary School District, California",29399,"Petaluma City Elementary School District, California",1215
"G06030390","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pine Ridge Elementary School District","30390",,,,"Pine Ridge Elementary School District, California",695,"Pine Ridge Elementary School District, California",140
"G06030450","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Piner-Olivet Union Elementary School District","30450",,,,"Piner-Olivet Union Elementary School District, California",14514,"Piner-Olivet Union Elementary School District, California",932
"G06030480","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pioneer Union Elementary School District (El Dorado County)","30480",,,,"Pioneer Union Elementary School District (El Dorado County), California",4329,"Pioneer Union Elementary School District (El Dorado County), California",699
"G06030510","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pioneer Union Elementary School District (Kings County)","30510",,,,"Pioneer Union Elementary School District (Kings County), California",9387,"Pioneer Union Elementary School District (Kings County), California",937
"G06030520","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pioneer Union Elementary School District (Butte County)","30520",,,,"Pioneer Union Elementary School District (Butte County), California",1294,"Pioneer Union Elementary School District (Butte County), California",234
"G06030630","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pixley Union Elementary School District","30630",,,,"Pixley Union Elementary School District, California",4297,"Pixley Union Elementary School District, California",431
"G06030720","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Placer Hills Union Elementary School District","30720",,,,"Placer Hills Union Elementary School District, California",13795,"Placer Hills Union Elementary School District, California",890
"G06030780","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Placerville Union Elementary School District","30780",,,,"Placerville Union Elementary School District, California",14527,"Placerville Union Elementary School District, California",719
"G06030810","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Plainsburg Union Elementary School District","30810",,,,"Plainsburg Union Elementary School District, California",434,"Plainsburg Union Elementary School District, California",104
"G06030840","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Planada Elementary School District","30840",,,,"Planada Elementary School District, California",4219,"Planada Elementary School District, California",421
"G06030870","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Plaza Elementary School District","30870",,,,"Plaza Elementary School District, California",551,"Plaza Elementary School District, California",206
"G06030900","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Grove Joint Union Elementary School District","30900",,,,"Pleasant Grove Joint Union Elementary School District, California",1211,"Pleasant Grove Joint Union Elementary School District, California",171
"G06030930","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Ridge Union Elementary School District","30930",,,,"Pleasant Ridge Union Elementary School District, California",20311,"Pleasant Ridge Union Elementary School District, California",911
"G06030960","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Valley Elementary School District (Nevada County)","30960",,,,"Pleasant Valley Elementary School District (Nevada County), California",7740,"Pleasant Valley Elementary School District (Nevada County), California",679
"G06030990","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Valley Elementary School District (Ventura County)","30990",,,,"Pleasant Valley Elementary School District (Ventura County), California",71546,"Pleasant Valley Elementary School District (Ventura County), California",755
"G06031020","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pleasant Valley Joint Union Elementary School District","31020",,,,"Pleasant Valley Joint Union Elementary School District, California",671,"Pleasant Valley Joint Union Elementary School District, California",136
"G06031050","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pleasant View Elementary School District","31050",,,,"Pleasant View Elementary School District, California",1887,"Pleasant View Elementary School District, California",322
"G06031140","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Plum Valley Elementary School District","31140",,,,"Plum Valley Elementary School District, California",428,"Plum Valley Elementary School District, California",200
"G06031180","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Plumas Elementary School District","31180",,,,"Plumas Elementary School District, California",2963,"Plumas Elementary School District, California",702
"G06031290","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pollock Pines Elementary School District","31290",,,,"Pollock Pines Elementary School District, California",9044,"Pollock Pines Elementary School District, California",737
"G06031350","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pond Union Elementary School District","31350",,,,"Pond Union Elementary School District, California",812,"Pond Union Elementary School District, California",261
"G06031380","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Pope Valley Union Elementary School District","31380",,,,"Pope Valley Union Elementary School District, California",770,"Pope Valley Union Elementary School District, California",214
"G06031470","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Portola Valley Elementary School District","31470",,,,"Portola Valley Elementary School District, California",6623,"Portola Valley Elementary School District, California",279
"G06031680","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Raisin City Elementary School District","31680",,,,"Raisin City Elementary School District, California",1592,"Raisin City Elementary School District, California",278
"G06031740","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rancho Santa Fe Elementary School District","31740",,,,"Rancho Santa Fe Elementary School District, California",4661,"Rancho Santa Fe Elementary School District, California",682
"G06031830","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ravendale-Termo Elementary School District","31830",,,,"Ravendale-Termo Elementary School District, California",101,"Ravendale-Termo Elementary School District, California",47
"G06031860","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ravenswood City Elementary School District","31860",,,,"Ravenswood City Elementary School District, California",38660,"Ravenswood City Elementary School District, California",695
"G06031920","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Raymond-Knowles Union Elementary School District","31920",,,,"Raymond-Knowles Union Elementary School District, California",1269,"Raymond-Knowles Union Elementary School District, California",267
"G06031950","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ready Springs Union Elementary School District","31950",,,,"Ready Springs Union Elementary School District, California",4357,"Ready Springs Union Elementary School District, California",588
"G06031980","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Red Bluff Union Elementary School District","31980",,,,"Red Bluff Union Elementary School District, California",18005,"Red Bluff Union Elementary School District, California",801
"G06032040","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Redding Elementary School District","32040",,,,"Redding Elementary School District, California",34138,"Redding Elementary School District, California",1187
"G06032130","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Redwood City Elementary School District","32130",,,,"Redwood City Elementary School District, California",91362,"Redwood City Elementary School District, California",1232
"G06032160","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Reed Union Elementary School District","32160",,,,"Reed Union Elementary School District, California",13495,"Reed Union Elementary School District, California",469
"G06032250","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Reeds Creek Elementary School District","32250",,,,"Reeds Creek Elementary School District, California",1276,"Reeds Creek Elementary School District, California",178
"G06032310","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rescue Union Elementary School District","32310",,,,"Rescue Union Elementary School District, California",33641,"Rescue Union Elementary School District, California",1229
"G06032340","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Kashia Elementary School District","32340",,,,"Kashia Elementary School District, California",101,"Kashia Elementary School District, California",85
"G06032400","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Richfield Elementary School District","32400",,,,"Richfield Elementary School District, California",1158,"Richfield Elementary School District, California",274
"G06032430","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Richgrove Elementary School District","32430",,,,"Richgrove Elementary School District, California",3044,"Richgrove Elementary School District, California",348
"G06032520","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Richmond Elementary School District","32520",,,,"Richmond Elementary School District, California",1390,"Richmond Elementary School District, California",263
"G06032640","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rincon Valley Union Elementary School District","32640",,,,"Rincon Valley Union Elementary School District, California",39095,"Rincon Valley Union Elementary School District, California",1394
"G06032710","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rio Bravo-Greeley Union Elementary School District","32710",,,,"Rio Bravo-Greeley Union Elementary School District, California",5020,"Rio Bravo-Greeley Union Elementary School District, California",668
"G06032730","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rio Dell Elementary School District","32730",,,,"Rio Dell Elementary School District, California",3196,"Rio Dell Elementary School District, California",33
"G06032760","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rio Elementary School District","32760",,,,"Rio Elementary School District, California",29397,"Rio Elementary School District, California",1846
"G06032790","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rio Linda Union Elementary School District","32790",,,,"Rio Linda Union Elementary School District, California",95724,"Rio Linda Union Elementary School District, California",2531
"G06033210","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Roberts Ferry Union Elementary School District","33210",,,,"Roberts Ferry Union Elementary School District, California",254,"Roberts Ferry Union Elementary School District, California",80
"G06033240","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Robla Elementary School District","33240",,,,"Robla Elementary School District, California",19286,"Robla Elementary School District, California",1321
"G06033270","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rockford Elementary School District","33270",,,,"Rockford Elementary School District, California",1287,"Rockford Elementary School District, California",253
"G06033330","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rohnerville Elementary School District","33330",,,,"Rohnerville Elementary School District, California",5239,"Rohnerville Elementary School District, California",466
"G06033390","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Romoland Elementary School District","33390",,,,"Romoland Elementary School District, California",19457,"Romoland Elementary School District, California",1361
"G06033480","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rosedale Union Elementary School District","33480",,,,"Rosedale Union Elementary School District, California",41277,"Rosedale Union Elementary School District, California",1544
"G06033510","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Roseland Elementary School District","33510",,,,"Roseland Elementary School District, California",11864,"Roseland Elementary School District, California",806
"G06033570","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Rosemead Elementary School District","33570",,,,"Rosemead Elementary School District, California",28060,"Rosemead Elementary School District, California",1139
"G06033600","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Roseville City Elementary School District","33600",,,,"Roseville City Elementary School District, California",74449,"Roseville City Elementary School District, California",1331
"G06033660","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ross Elementary School District","33660",,,,"Ross Elementary School District, California",2248,"Ross Elementary School District, California",182
"G06033690","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Round Valley Joint Elementary School District","33690",,,,"Round Valley Joint Elementary School District, California",1061,"Round Valley Joint Elementary School District, California",216
"G06033900","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Salida Union Elementary School District","33900",,,,"Salida Union Elementary School District, California",19530,"Salida Union Elementary School District, California",1002
"G06033930","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Salinas City Elementary School District","33930",,,,"Salinas City Elementary School District, California",72480,"Salinas City Elementary School District, California",1966
"G06034050","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Antonio Union Elementary School District","34050",,,,"San Antonio Union Elementary School District, California",1383,"San Antonio Union Elementary School District, California",206
"G06034080","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Ardo Union Elementary School District","34080",,,,"San Ardo Union Elementary School District, California",803,"San Ardo Union Elementary School District, California",221
"G06034230","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Bruno Park Elementary School District","34230",,,,"San Bruno Park Elementary School District, California",35278,"San Bruno Park Elementary School District, California",634
"G06034290","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Carlos Elementary School District","34290",,,,"San Carlos Elementary School District, California",25179,"San Carlos Elementary School District, California",494
"G06034770","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Lucas Union Elementary School District","34770",,,,"San Lucas Union Elementary School District, California",520,"San Lucas Union Elementary School District, California",170
"G06034920","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Mateo-Foster City Elementary School District","34920",,,,"San Mateo-Foster City Elementary School District, California",122284,"San Mateo-Foster City Elementary School District, California",602
"G06035010","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Miguel Joint Union Element School District","35010",,,,"San Miguel Joint Union Element School District, California",5082,"San Miguel Joint Union Element School District, California",687
"G06035040","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Pasqual Union Elementary School District","35040",,,,"San Pasqual Union Elementary School District, California",3573,"San Pasqual Union Elementary School District, California",559
"G06035090","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Rafael City Elementary School District","35090",,,,"San Rafael City Elementary School District, California",53475,"San Rafael City Elementary School District, California",1031
"G06035220","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"San Ysidro Elementary School District","35220",,,,"San Ysidro Elementary School District, California",36592,"San Ysidro Elementary School District, California",1616
"G06035360","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara Elementary School District","35360",,,,"Santa Barbara Elementary School District, California",81374,"Santa Barbara Elementary School District, California",1174
"G06035490","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Clara Elementary School District","35490",,,,"Santa Clara Elementary School District, California",230,"Santa Clara Elementary School District, California",99
"G06035590","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz City Elementary School District","35590",,,,"Santa Cruz City Elementary School District, California",57723,"Santa Cruz City Elementary School District, California",484
"G06035730","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Paula Elementary School District","35730",,,,"Santa Paula Elementary School District, California",26958,"Santa Paula Elementary School District, California",558
"G06035790","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Rita Union Elementary School District","35790",,,,"Santa Rita Union Elementary School District, California",22345,"Santa Rita Union Elementary School District, California",1196
"G06035810","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Rosa Elementary School District","35810",,,,"Santa Rosa Elementary School District, California",65245,"Santa Rosa Elementary School District, California",1823
"G06035880","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santee Elementary School District","35880",,,,"Santee Elementary School District, California",57321,"Santee Elementary School District, California",930
"G06035910","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Saratoga Union Elementary School District","35910",,,,"Saratoga Union Elementary School District, California",20020,"Saratoga Union Elementary School District, California",685
"G06035940","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Saucelito Elementary School District","35940",,,,"Saucelito Elementary School District, California",180,"Saucelito Elementary School District, California",83
"G06035970","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Saugus Union Elementary School District","35970",,,,"Saugus Union Elementary School District, California",93501,"Saugus Union Elementary School District, California",1834
"G06036000","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sausalito Elementary School District","36000",,,,"Sausalito Elementary School District, California",10756,"Sausalito Elementary School District, California",442
"G06036030","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Savanna Elementary School District","36030",,,,"Savanna Elementary School District, California",27160,"Savanna Elementary School District, California",1483
"G06036100","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Scotia Union Elementary School District","36100",,,,"Scotia Union Elementary School District, California",1203,"Scotia Union Elementary School District, California",237
"G06036180","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sebastopol Union Elementary School District","36180",,,,"Sebastopol Union Elementary School District, California",11980,"Sebastopol Union Elementary School District, California",735
"G06036210","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Seeley Union Elementary School District","36210",,,,"Seeley Union Elementary School District, California",2524,"Seeley Union Elementary School District, California",448
"G06036240","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Seiad Elementary School District","36240",,,,"Seiad Elementary School District, California",368,"Seiad Elementary School District, California",90
"G06036330","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Semitropic Elementary School District","36330",,,,"Semitropic Elementary School District, California",416,"Semitropic Elementary School District, California",143
"G06036360","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sequoia Union Elementary School District","36360",,,,"Sequoia Union Elementary School District, California",1963,"Sequoia Union Elementary School District, California",320
"G06036420","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Shaffer Union Elementary School District","36420",,,,"Shaffer Union Elementary School District, California",10689,"Shaffer Union Elementary School District, California",576
"G06036570","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Shasta Union Elementary School District","36570",,,,"Shasta Union Elementary School District, California",2004,"Shasta Union Elementary School District, California",355
"G06036660","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Shiloh Elementary School District","36660",,,,"Shiloh Elementary School District, California",701,"Shiloh Elementary School District, California",201
"G06036810","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Silver Fork Elementary School District","36810",,,,"Silver Fork Elementary School District, California",199,"Silver Fork Elementary School District, California",81
"G06036960","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Snelling-Merced Falls Union Elementary School District","36960",,,,"Snelling-Merced Falls Union Elementary School District, California",758,"Snelling-Merced Falls Union Elementary School District, California",157
"G06036990","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Solana Beach Elementary School District","36990",,,,"Solana Beach Elementary School District, California",35288,"Solana Beach Elementary School District, California",1149
"G06037110","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Solvang Elementary School District","37110",,,,"Solvang Elementary School District, California",5421,"Solvang Elementary School District, California",177
"G06037140","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Somis Union Elementary School District","37140",,,,"Somis Union Elementary School District, California",2831,"Somis Union Elementary School District, California",357
"G06037230","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Sonora Elementary School District","37230",,,,"Sonora Elementary School District, California",8219,"Sonora Elementary School District, California",570
"G06037290","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Soquel Elementary School District","37290",,,,"Soquel Elementary School District, California",25075,"Soquel Elementary School District, California",753
"G06037320","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Soulsbyville Elementary School District","37320",,,,"Soulsbyville Elementary School District, California",4233,"Soulsbyville Elementary School District, California",712
"G06037350","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"South Bay Union Elementary School District (Humboldt County)","37350",,,,"South Bay Union Elementary School District (Humboldt County), California",6893,"South Bay Union Elementary School District (Humboldt County), California",701
"G06037380","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"South Bay Union Elementary School District (San Diego County)","37380",,,,"South Bay Union Elementary School District (San Diego County), California",75395,"South Bay Union Elementary School District (San Diego County), California",1515
