GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
G250015040990,2006-2010,,,Massachusetts,25,Hampshire County,15,Middlefield town,40990,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlefield town, Hampshire County, Massachusetts",418,418,0,0,0,0,0,0,0,0,"Middlefield town, Hampshire County, Massachusetts",104,104,127,127,127,127,127,127,127,127
G250015046330,2006-2010,,,Massachusetts,25,Hampshire County,15,Northampton city,46330,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton city, Hampshire County, Massachusetts",28709,24661,823,81,1411,16,661,1056,111,945,"Northampton city, Hampshire County, Massachusetts",92,559,294,50,358,26,236,287,61,284
G250015052560,2006-2010,,,Massachusetts,25,Hampshire County,15,Pelham town,52560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pelham town, Hampshire County, Massachusetts",1246,1192,21,4,8,0,4,17,4,13,"Pelham town, Hampshire County, Massachusetts",69,70,14,6,10,127,5,14,5,13
G250015054030,2006-2010,,,Massachusetts,25,Hampshire County,15,Plainfield town,54030,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plainfield town, Hampshire County, Massachusetts",611,578,5,0,0,0,16,12,4,8,"Plainfield town, Hampshire County, Massachusetts",72,68,7,127,127,127,22,9,5,6
G250015062745,2006-2010,,,Massachusetts,25,Hampshire County,15,Southampton town,62745,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southampton town, Hampshire County, Massachusetts",5718,5655,16,0,0,0,16,31,0,31,"Southampton town, Hampshire County, Massachusetts",29,86,27,127,127,127,24,50,127,50
G250015064145,2006-2010,,,Massachusetts,25,Hampshire County,15,South Hadley town,64145,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Hadley town, Hampshire County, Massachusetts",17494,16054,261,12,483,19,242,423,29,394,"South Hadley town, Hampshire County, Massachusetts",25,379,103,18,175,28,235,189,34,188
G250015072880,2006-2010,,,Massachusetts,25,Hampshire County,15,Ware town,72880,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ware town, Hampshire County, Massachusetts",9860,9683,34,24,4,0,13,102,0,102,"Ware town, Hampshire County, Massachusetts",28,114,38,17,7,127,23,85,127,85
G250015076380,2006-2010,,,Massachusetts,25,Hampshire County,15,Westhampton town,76380,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westhampton town, Hampshire County, Massachusetts",1585,1511,39,0,0,0,32,3,3,0,"Westhampton town, Hampshire County, Massachusetts",99,98,54,127,127,127,35,5,5,127
G250015079915,2006-2010,,,Massachusetts,25,Hampshire County,15,Williamsburg town,79915,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg town, Hampshire County, Massachusetts",2633,2578,13,8,7,0,0,27,11,16,"Williamsburg town, Hampshire County, Massachusetts",254,258,16,12,11,127,127,30,19,22
G250015082175,2006-2010,,,Massachusetts,25,Hampshire County,15,Worthington town,82175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worthington town, Hampshire County, Massachusetts",1167,1152,9,0,0,0,0,6,0,6,"Worthington town, Hampshire County, Massachusetts",115,113,13,127,127,127,127,7,127,7
G250017000380,2006-2010,,,Massachusetts,25,Middlesex County,17,Acton town,380,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acton town, Middlesex County, Massachusetts",21376,16447,267,71,3860,0,188,543,83,460,"Acton town, Middlesex County, Massachusetts",35,475,154,73,408,127,131,214,91,207
G250017001605,2006-2010,,,Massachusetts,25,Middlesex County,17,Arlington town,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington town, Middlesex County, Massachusetts",42240,36328,925,9,3655,0,164,1159,55,1104,"Arlington town, Middlesex County, Massachusetts",69,643,355,23,524,127,93,283,44,286
G250017001955,2006-2010,,,Massachusetts,25,Middlesex County,17,Ashby town,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashby town, Middlesex County, Massachusetts",2987,2921,0,0,12,0,21,33,0,33,"Ashby town, Middlesex County, Massachusetts",21,49,127,127,13,127,26,42,127,42
G250017002130,2006-2010,,,Massachusetts,25,Middlesex County,17,Ashland town,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland town, Middlesex County, Massachusetts",16053,13955,440,25,948,0,459,226,51,175,"Ashland town, Middlesex County, Massachusetts",34,492,241,35,309,127,268,127,49,119
G250017003005,2006-2010,,,Massachusetts,25,Middlesex County,17,Ayer town,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ayer town, Middlesex County, Massachusetts",7314,6187,372,58,112,0,136,449,45,404,"Ayer town, Middlesex County, Massachusetts",29,460,195,70,93,127,146,360,73,291
G250017004615,2006-2010,,,Massachusetts,25,Middlesex County,17,Bedford town,4615,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford town, Middlesex County, Massachusetts",13071,11273,307,0,1086,0,128,277,0,277,"Bedford town, Middlesex County, Massachusetts",25,410,275,127,269,127,121,296,127,296
G250017005070,2006-2010,,,Massachusetts,25,Middlesex County,17,Belmont town,5070,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont town, Middlesex County, Massachusetts",24356,20626,339,14,2844,11,146,376,129,247,"Belmont town, Middlesex County, Massachusetts",28,640,205,21,563,20,101,177,99,136
G250017005805,2006-2010,,,Massachusetts,25,Middlesex County,17,Billerica town,5805,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billerica town, Middlesex County, Massachusetts",39572,35750,753,24,2323,0,332,390,150,240,"Billerica town, Middlesex County, Massachusetts",42,648,322,23,483,127,200,179,108,135
G250017007350,2006-2010,,,Massachusetts,25,Middlesex County,17,Boxborough town,7350,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boxborough town, Middlesex County, Massachusetts",4908,4094,30,21,634,0,6,123,27,96,"Boxborough town, Middlesex County, Massachusetts",26,159,30,19,146,127,8,81,31,75
G250017009840,2006-2010,,,Massachusetts,25,Middlesex County,17,Burlington town,9840,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington town, Middlesex County, Massachusetts",23926,19536,607,0,3223,0,219,341,25,316,"Burlington town, Middlesex County, Massachusetts",26,569,257,127,460,127,208,175,28,171
G250017011000,2006-2010,,,Massachusetts,25,Middlesex County,17,Cambridge city,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge city, Middlesex County, Massachusetts",103506,70607,12234,337,14074,68,2771,3415,354,3061,"Cambridge city, Middlesex County, Massachusetts",49,1255,878,172,1122,77,452,462,116,439
G250017011525,2006-2010,,,Massachusetts,25,Middlesex County,17,Carlisle town,11525,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle town, Middlesex County, Massachusetts",4766,4206,30,0,401,0,0,129,0,129,"Carlisle town, Middlesex County, Massachusetts",26,203,28,127,156,127,127,140,127,140
G250017013135,2006-2010,,,Massachusetts,25,Middlesex County,17,Chelmsford town,13135,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelmsford town, Middlesex County, Massachusetts",33368,30057,167,12,2218,0,588,326,26,300,"Chelmsford town, Middlesex County, Massachusetts",28,581,149,14,399,127,541,141,40,132
G250017015060,2006-2010,,,Massachusetts,25,Middlesex County,17,Concord town,15060,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord town, Middlesex County, Massachusetts",17373,15643,643,17,627,0,115,328,25,303,"Concord town, Middlesex County, Massachusetts",24,456,122,20,367,127,65,184,30,185
G250017017475,2006-2010,,,Massachusetts,25,Middlesex County,17,Dracut town,17475,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dracut town, Middlesex County, Massachusetts",28960,26881,662,13,781,0,400,223,82,141,"Dracut town, Middlesex County, Massachusetts",26,467,352,21,235,127,156,167,103,124
G250017017825,2006-2010,,,Massachusetts,25,Middlesex County,17,Dunstable town,17825,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunstable town, Middlesex County, Massachusetts",3076,2966,0,0,66,0,0,44,0,44,"Dunstable town, Middlesex County, Massachusetts",22,78,127,127,52,127,127,49,127,49
G250017021990,2006-2010,,,Massachusetts,25,Middlesex County,17,Everett city,21990,,,,,,,,,,,,,,,,,,,,,,,,,,,"Everett city, Middlesex County, Massachusetts",40560,30122,5019,10,1417,0,2434,1558,459,1099,"Everett city, Middlesex County, Massachusetts",27,1292,976,15,451,127,671,578,271,552
G250017024925,2006-2010,,,Massachusetts,25,Middlesex County,17,Framingham town,24925,,,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham town, Middlesex County, Massachusetts",67339,49106,4252,330,4614,0,7507,1530,573,957,"Framingham town, Middlesex County, Massachusetts",36,1170,875,137,595,127,1193,356,223,317
G250017027480,2006-2010,,,Massachusetts,25,Middlesex County,17,Groton town,27480,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groton town, Middlesex County, Massachusetts",10327,10032,21,32,178,0,14,50,16,34,"Groton town, Middlesex County, Massachusetts",17,147,33,35,122,127,21,50,27,43
G250017030700,2006-2010,,,Massachusetts,25,Middlesex County,17,Holliston town,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holliston town, Middlesex County, Massachusetts",13431,12806,117,0,292,0,136,80,0,80,"Holliston town, Middlesex County, Massachusetts",29,265,100,127,181,127,95,69,127,69
G250017031085,2006-2010,,,Massachusetts,25,Middlesex County,17,Hopkinton town,31085,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkinton town, Middlesex County, Massachusetts",14474,13819,0,7,470,0,40,138,25,113,"Hopkinton town, Middlesex County, Massachusetts",20,236,127,12,188,127,38,90,38,82
G250017031540,2006-2010,,,Massachusetts,25,Middlesex County,17,Hudson town,31540,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson town, Middlesex County, Massachusetts",18643,17283,81,6,464,0,177,632,27,605,"Hudson town, Middlesex County, Massachusetts",33,464,58,10,228,127,137,384,45,385
G250017035215,2006-2010,,,Massachusetts,25,Middlesex County,17,Lexington town,35215,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington town, Middlesex County, Massachusetts",30862,23707,226,38,5776,0,118,997,142,855,"Lexington town, Middlesex County, Massachusetts",40,618,128,32,542,127,115,300,106,282
G250017035425,2006-2010,,,Massachusetts,25,Middlesex County,17,Lincoln town,35425,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln town, Middlesex County, Massachusetts",6552,5688,177,0,397,0,32,258,0,258,"Lincoln town, Middlesex County, Massachusetts",19,281,163,127,151,127,48,155,127,155
G250017035950,2006-2010,,,Massachusetts,25,Middlesex County,17,Littleton town,35950,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton town, Middlesex County, Massachusetts",8697,8251,8,14,281,0,18,125,61,64,"Littleton town, Middlesex County, Massachusetts",34,231,14,22,205,127,26,88,67,61
G250017037000,2006-2010,,,Massachusetts,25,Middlesex County,17,Lowell city,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowell city, Middlesex County, Massachusetts",105089,63230,6860,104,20981,72,10994,2848,1135,1713,"Lowell city, Middlesex County, Massachusetts",77,1823,1152,78,1317,55,1318,556,328,443
G250017037875,2006-2010,,,Massachusetts,25,Middlesex County,17,Malden city,37875,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malden city, Middlesex County, Massachusetts",58180,34890,8636,44,11104,0,2030,1476,313,1163,"Malden city, Middlesex County, Massachusetts",32,1336,1242,43,1057,127,530,430,173,376
G250017038715,2006-2010,,,Massachusetts,25,Middlesex County,17,Marlborough city,38715,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlborough city, Middlesex County, Massachusetts",37674,32271,808,27,2100,0,1541,927,273,654,"Marlborough city, Middlesex County, Massachusetts",24,997,384,33,629,127,615,281,183,243
G250017039625,2006-2010,,,Massachusetts,25,Middlesex County,17,Maynard town,39625,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maynard town, Middlesex County, Massachusetts",10036,9558,130,0,143,0,67,138,0,138,"Maynard town, Middlesex County, Massachusetts",23,241,101,127,120,127,47,139,127,139
G250017039835,2006-2010,,,Massachusetts,25,Middlesex County,17,Medford city,39835,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medford city, Middlesex County, Massachusetts",55451,44140,5378,30,4016,15,608,1264,116,1148,"Medford city, Middlesex County, Massachusetts",34,1186,1046,35,786,24,227,428,69,396
G250017040115,2006-2010,,,Massachusetts,25,Middlesex County,17,Melrose city,40115,,,,,,,,,,,,,,,,,,,,,,,,,,,"Melrose city, Middlesex County, Massachusetts",26704,24328,598,0,1132,0,302,344,69,275,"Melrose city, Middlesex County, Massachusetts",34,575,331,127,382,127,276,148,72,131
G250017043895,2006-2010,,,Massachusetts,25,Middlesex County,17,Natick town,43895,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natick town, Middlesex County, Massachusetts",32443,28388,814,18,2400,0,356,467,62,405,"Natick town, Middlesex County, Massachusetts",43,653,404,28,491,127,213,179,105,142
G250017045560,2006-2010,,,Massachusetts,25,Middlesex County,17,Newton city,45560,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Middlesex County, Massachusetts",83949,69980,2002,30,9063,144,1293,1437,76,1361,"Newton city, Middlesex County, Massachusetts",39,905,416,31,725,114,413,349,55,331
G250017048955,2006-2010,,,Massachusetts,25,Middlesex County,17,North Reading town,48955,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Reading town, Middlesex County, Massachusetts",14536,14047,103,0,214,0,57,115,0,115,"North Reading town, Middlesex County, Massachusetts",19,205,73,127,148,127,55,92,127,92
G250017052805,2006-2010,,,Massachusetts,25,Middlesex County,17,Pepperell town,52805,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pepperell town, Middlesex County, Massachusetts",11299,11024,49,8,159,0,0,59,0,59,"Pepperell town, Middlesex County, Massachusetts",18,186,57,14,154,127,127,58,127,58
G250017056130,2006-2010,,,Massachusetts,25,Middlesex County,17,Reading town,56130,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reading town, Middlesex County, Massachusetts",24261,23029,40,17,614,0,236,325,129,196,"Reading town, Middlesex County, Massachusetts",42,307,66,25,227,127,140,206,132,150
G250017061380,2006-2010,,,Massachusetts,25,Middlesex County,17,Sherborn town,61380,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherborn town, Middlesex County, Massachusetts",4089,3718,0,0,335,0,11,25,14,11,"Sherborn town, Middlesex County, Massachusetts",27,206,127,127,195,127,19,28,23,17
G250017061590,2006-2010,,,Massachusetts,25,Middlesex County,17,Shirley town,61590,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shirley town, Middlesex County, Massachusetts",7226,6163,540,17,127,0,243,136,6,130,"Shirley town, Middlesex County, Massachusetts",19,260,176,20,86,127,108,113,11,114
G250017062535,2006-2010,,,Massachusetts,25,Middlesex County,17,Somerville city,62535,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Middlesex County, Massachusetts",75215,57350,3823,347,7268,148,4562,1717,373,1344,"Somerville city, Middlesex County, Massachusetts",51,1505,883,232,1110,176,1045,427,257,337
G250017067665,2006-2010,,,Massachusetts,25,Middlesex County,17,Stoneham town,67665,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoneham town, Middlesex County, Massachusetts",21320,19985,309,35,532,0,153,306,34,272,"Stoneham town, Middlesex County, Massachusetts",25,361,147,41,219,127,175,193,45,189
G250017068050,2006-2010,,,Massachusetts,25,Middlesex County,17,Stow town,68050,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stow town, Middlesex County, Massachusetts",6395,6108,24,0,131,0,9,123,0,123,"Stow town, Middlesex County, Massachusetts",18,172,39,127,90,127,16,103,127,103
G250017068260,2006-2010,,,Massachusetts,25,Middlesex County,17,Sudbury town,68260,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sudbury town, Middlesex County, Massachusetts",17308,15731,117,0,1049,0,149,262,24,238,"Sudbury town, Middlesex County, Massachusetts",26,303,108,127,222,127,127,153,28,153
G250017069415,2006-2010,,,Massachusetts,25,Middlesex County,17,Tewksbury town,69415,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tewksbury town, Middlesex County, Massachusetts",28619,26563,386,67,1078,0,326,199,29,170,"Tewksbury town, Middlesex County, Massachusetts",23,499,322,58,372,127,277,105,31,101
G250017070360,2006-2010,,,Massachusetts,25,Middlesex County,17,Townsend town,70360,,,,,,,,,,,,,,,,,,,,,,,,,,,"Townsend town, Middlesex County, Massachusetts",8871,8513,11,20,47,0,154,126,28,98,"Townsend town, Middlesex County, Massachusetts",19,248,17,24,53,127,213,107,43,98
G250017071025,2006-2010,,,Massachusetts,25,Middlesex County,17,Tyngsborough town,71025,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyngsborough town, Middlesex County, Massachusetts",11124,10300,28,8,561,26,76,125,0,125,"Tyngsborough town, Middlesex County, Massachusetts",27,249,28,13,222,35,66,99,127,99
G250017072215,2006-2010,,,Massachusetts,25,Middlesex County,17,Wakefield town,72215,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wakefield town, Middlesex County, Massachusetts",24620,23551,66,0,584,0,117,302,21,281,"Wakefield town, Middlesex County, Massachusetts",23,333,106,127,229,127,107,150,32,149
G250017072600,2006-2010,,,Massachusetts,25,Middlesex County,17,Waltham city,72600,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waltham city, Middlesex County, Massachusetts",59771,45613,3276,100,6736,104,3036,906,227,679,"Waltham city, Middlesex County, Massachusetts",34,1271,664,64,958,112,814,247,132,213
G250017073440,2006-2010,,,Massachusetts,25,Middlesex County,17,Watertown Town city,73440,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watertown Town city, Middlesex County, Massachusetts",31591,27659,919,4,2072,22,350,565,62,503,"Watertown Town city, Middlesex County, Massachusetts",39,619,306,16,453,35,187,284,57,268
G250017073790,2006-2010,,,Massachusetts,25,Middlesex County,17,Wayland town,73790,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayland town, Middlesex County, Massachusetts",12864,11322,100,31,1250,0,0,161,0,161,"Wayland town, Middlesex County, Massachusetts",26,331,110,37,317,127,127,108,127,108
G250017076135,2006-2010,,,Massachusetts,25,Middlesex County,17,Westford town,76135,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westford town, Middlesex County, Massachusetts",21483,18648,90,13,2141,13,134,444,13,431,"Westford town, Middlesex County, Massachusetts",23,406,88,20,354,24,98,199,21,201
G250017077255,2006-2010,,,Massachusetts,25,Middlesex County,17,Weston town,77255,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston town, Middlesex County, Massachusetts",11191,9810,287,0,918,0,76,100,20,80,"Weston town, Middlesex County, Massachusetts",32,322,175,127,237,127,80,84,34,60
G250017080230,2006-2010,,,Massachusetts,25,Middlesex County,17,Wilmington town,80230,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmington town, Middlesex County, Massachusetts",21891,20673,299,0,634,0,23,262,42,220,"Wilmington town, Middlesex County, Massachusetts",24,298,170,127,246,127,26,158,52,138
G250017080510,2006-2010,,,Massachusetts,25,Middlesex County,17,Winchester town,80510,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester town, Middlesex County, Massachusetts",21016,18758,31,14,1781,0,102,330,71,259,"Winchester town, Middlesex County, Massachusetts",33,459,32,22,379,127,106,166,109,117
G250017081035,2006-2010,,,Massachusetts,25,Middlesex County,17,Woburn city,81035,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woburn city, Middlesex County, Massachusetts",37538,32478,1566,25,2408,0,696,365,45,320,"Woburn city, Middlesex County, Massachusetts",59,778,541,38,510,127,258,210,46,199
G250019000000,2006-2010,,,Massachusetts,25,Nantucket County,19,County subdivisions not defined,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"County subdivisions not defined, Nantucket County, Massachusetts",0,0,0,0,0,0,0,0,0,0,"County subdivisions not defined, Nantucket County, Massachusetts",127,127,127,127,127,127,127,127,127,127
G250019043790,2006-2010,,,Massachusetts,25,Nantucket County,19,Nantucket town,43790,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nantucket town, Nantucket County, Massachusetts",10069,8925,676,0,96,0,9,363,0,363,"Nantucket town, Nantucket County, Massachusetts",0,362,420,127,31,127,26,295,127,295
G250021002935,2006-2010,,,Massachusetts,25,Norfolk County,21,Avon town,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avon town, Norfolk County, Massachusetts",4335,3739,406,84,51,0,28,27,11,16,"Avon town, Norfolk County, Massachusetts",21,302,271,102,54,127,30,27,18,19
G250021004930,2006-2010,,,Massachusetts,25,Norfolk County,21,Bellingham town,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bellingham town, Norfolk County, Massachusetts",16017,15223,297,21,278,0,41,157,0,157,"Bellingham town, Norfolk County, Massachusetts",21,269,241,33,121,127,50,91,127,91
G250021007740,2006-2010,,,Massachusetts,25,Norfolk County,21,Braintree Town city,7740,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braintree Town city, Norfolk County, Massachusetts",35122,31353,838,16,2463,0,258,194,0,194,"Braintree Town city, Norfolk County, Massachusetts",22,584,320,24,490,127,163,96,127,96
G250021009175,2006-2010,,,Massachusetts,25,Norfolk County,21,Brookline town,9175,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookline town, Norfolk County, Massachusetts",57953,44727,1414,60,8836,0,1597,1319,224,1095,"Brookline town, Norfolk County, Massachusetts",107,1049,359,57,940,127,578,269,104,225
G250021011315,2006-2010,,,Massachusetts,25,Norfolk County,21,Canton town,11315,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canton town, Norfolk County, Massachusetts",21246,18399,1357,16,1069,0,124,281,21,260,"Canton town, Norfolk County, Massachusetts",28,491,368,26,310,127,133,167,37,164
G250021014640,2006-2010,,,Massachusetts,25,Norfolk County,21,Cohasset town,14640,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohasset town, Norfolk County, Massachusetts",7434,7299,15,0,13,0,10,97,8,89,"Cohasset town, Norfolk County, Massachusetts",19,115,12,127,20,127,17,93,13,92
G250021016495,2006-2010,,,Massachusetts,25,Norfolk County,21,Dedham town,16495,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dedham town, Norfolk County, Massachusetts",24325,21978,1126,13,677,0,271,260,11,249,"Dedham town, Norfolk County, Massachusetts",24,445,337,21,275,127,171,125,22,124
G250021017405,2006-2010,,,Massachusetts,25,Norfolk County,21,Dover town,17405,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dover town, Norfolk County, Massachusetts",5528,4881,55,16,304,0,84,188,0,188,"Dover town, Norfolk County, Massachusetts",44,218,76,26,105,127,106,103,127,103
G250021024820,2006-2010,,,Massachusetts,25,Norfolk County,21,Foxborough town,24820,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foxborough town, Norfolk County, Massachusetts",16621,15852,263,8,368,0,41,89,0,89,"Foxborough town, Norfolk County, Massachusetts",32,314,184,12,178,127,46,72,127,72
G250021025172,2006-2010,,,Massachusetts,25,Norfolk County,21,Franklin Town city,25172,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin Town city, Norfolk County, Massachusetts",31023,28803,284,38,1514,0,89,295,0,295,"Franklin Town city, Norfolk County, Massachusetts",27,471,146,43,451,127,149,202,127,202
G250021030455,2006-2010,,,Massachusetts,25,Norfolk County,21,Holbrook town,30455,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holbrook town, Norfolk County, Massachusetts",10694,8901,1215,0,352,0,48,178,0,178,"Holbrook town, Norfolk County, Massachusetts",21,440,423,127,366,127,61,132,127,132
G250021039765,2006-2010,,,Massachusetts,25,Norfolk County,21,Medfield town,39765,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medfield town, Norfolk County, Massachusetts",11976,11305,48,18,280,0,115,210,75,135,"Medfield town, Norfolk County, Massachusetts",29,283,59,27,167,127,130,130,69,112
G250021039975,2006-2010,,,Massachusetts,25,Norfolk County,21,Medway town,39975,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medway town, Norfolk County, Massachusetts",12597,11854,109,0,376,0,28,230,76,154,"Medway town, Norfolk County, Massachusetts",21,337,106,127,222,127,49,165,82,119
G250021041515,2006-2010,,,Massachusetts,25,Norfolk County,21,Millis town,41515,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millis town, Norfolk County, Massachusetts",7824,7557,0,0,122,0,42,103,22,81,"Millis town, Norfolk County, Massachusetts",21,154,127,127,93,127,40,72,35,61
G250021041690,2006-2010,,,Massachusetts,25,Norfolk County,21,Milton town,41690,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milton town, Norfolk County, Massachusetts",26667,22023,3127,0,1143,0,30,344,95,249,"Milton town, Norfolk County, Massachusetts",36,827,713,127,379,127,35,144,82,122
G250021044105,2006-2010,,,Massachusetts,25,Norfolk County,21,Needham town,44105,,,,,,,,,,,,,,,,,,,,,,,,,,,"Needham town, Norfolk County, Massachusetts",28683,25744,451,0,1826,4,308,350,20,330,"Needham town, Norfolk County, Massachusetts",46,475,327,127,367,15,219,165,34,151
G250021046050,2006-2010,,,Massachusetts,25,Norfolk County,21,Norfolk town,46050,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk town, Norfolk County, Massachusetts",11054,9703,619,18,129,2,337,246,48,198,"Norfolk town, Norfolk County, Massachusetts",43,349,175,21,79,2,112,206,36,207
G250021050250,2006-2010,,,Massachusetts,25,Norfolk County,21,Norwood town,50250,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwood town, Norfolk County, Massachusetts",28375,24160,1069,0,1437,9,1231,469,43,426,"Norwood town, Norfolk County, Massachusetts",32,686,370,127,428,17,521,230,55,220
G250021054100,2006-2010,,,Massachusetts,25,Norfolk County,21,Plainville town,54100,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plainville town, Norfolk County, Massachusetts",8091,7775,91,9,179,0,37,0,0,0,"Plainville town, Norfolk County, Massachusetts",15,145,80,14,125,127,35,127,127,127
G250021055745,2006-2010,,,Massachusetts,25,Norfolk County,21,Quincy city,55745,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy city, Norfolk County, Massachusetts",90780,63012,4540,106,20568,170,968,1416,110,1306,"Quincy city, Norfolk County, Massachusetts",31,1289,844,70,989,125,376,403,108,381
G250021055955,2006-2010,,,Massachusetts,25,Norfolk County,21,Randolph town,55955,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph town, Norfolk County, Massachusetts",31661,13878,12380,128,4045,0,826,404,145,259,"Randolph town, Norfolk County, Massachusetts",55,912,837,170,646,127,382,152,99,133
G250021060785,2006-2010,,,Massachusetts,25,Norfolk County,21,Sharon town,60785,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharon town, Norfolk County, Massachusetts",17435,14533,763,0,1651,116,32,340,80,260,"Sharon town, Norfolk County, Massachusetts",27,450,372,127,282,177,49,146,87,125
G250021067945,2006-2010,,,Massachusetts,25,Norfolk County,21,Stoughton town,67945,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoughton town, Norfolk County, Massachusetts",26781,22736,2609,10,809,0,298,319,97,222,"Stoughton town, Norfolk County, Massachusetts",37,591,448,16,320,127,156,144,105,113
