GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSEC,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G45045079","2005-2009",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,,,,,,"Richland County School District 2 within Fort Jackson","45079",,,"Richland County School District 2 within Fort Jackson, South Carolina",14220,"Richland County School District 2 within Fort Jackson, South Carolina",989
"G45099999","2005-2009",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of South Carolina","99999",,,"Remainder of South Carolina, South Carolina",4400778,"Remainder of South Carolina, South Carolina",948
"G47047001","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Anderson County School District in Clinton","47001",,,"Anderson County School District in Clinton, Tennessee",9507,"Anderson County School District in Clinton, Tennessee",61
"G47047029","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Cocke County School District in Newport","47029",,,"Cocke County School District in Newport, Tennessee",7420,"Cocke County School District in Newport, Tennessee",35
"G47047031","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Coffee County School District in Manchester","47031",,,"Coffee County School District in Manchester, Tennessee",9755,"Coffee County School District in Manchester, Tennessee",101
"G47047033","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Crockett County School District in Alamo","47033",,,"Crockett County School District in Alamo, Tennessee",4225,"Crockett County School District in Alamo, Tennessee",483
"G47047034","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Crockett County School District in Bells","47034",,,"Crockett County School District in Bells, Tennessee",2286,"Crockett County School District in Bells, Tennessee",405
"G47047073","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Hawkins County School District in Rogersville","47073",,,"Hawkins County School District in Rogersville, Tennessee",4291,"Hawkins County School District in Rogersville, Tennessee",23
"G47047077","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Henderson County School District in Lexington","47077",,,"Henderson County School District in Lexington, Tennessee",7745,"Henderson County School District in Lexington, Tennessee",26
"G47047079","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Henry County School District in Paris","47079",,,"Henry County School District in Paris, Tennessee",11461,"Henry County School District in Paris, Tennessee",356
"G47047103","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County School District in Fayetteville","47103",,,"Lincoln County School District in Fayetteville, Tennessee",7092,"Lincoln County School District in Fayetteville, Tennessee",23
"G47047107","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"McMinn County School District in Athens","47107",,,"McMinn County School District in Athens, Tennessee",14077,"McMinn County School District in Athens, Tennessee",55
"G47047108","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"McMinn County School District in Etowah","47108",,,"McMinn County School District in Etowah, Tennessee",3736,"McMinn County School District in Etowah, Tennessee",26
"G47047123","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Monroe County School District in Sweetwater","47123",,,"Monroe County School District in Sweetwater, Tennessee",12146,"Monroe County School District in Sweetwater, Tennessee",676
"G47047143","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Rhea County School District in Dayton","47143",,,"Rhea County School District in Dayton, Tennessee",6727,"Rhea County School District in Dayton, Tennessee",21
"G47047149","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County School District in Murfreesboro","47149",,,"Rutherford County School District in Murfreesboro, Tennessee",97870,"Rutherford County School District in Murfreesboro, Tennessee",250
"G47047187","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Williamson County School District in Franklin","47187",,,"Williamson County School District in Franklin, Tennessee",34923,"Williamson County School District in Franklin, Tennessee",848
"G47047189","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Wilson County School District in Lebanon","47189",,,"Wilson County School District in Lebanon, Tennessee",27256,"Wilson County School District in Lebanon, Tennessee",660
"G47099999","2005-2009",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Tennessee","99999",,,"Remainder of Tennessee, Tennessee",5898436,"Remainder of Tennessee, Tennessee",1533
"G48048143","2005-2009",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,"Stephenville Independent School Distict (9-12) in Bluff Dale","48143",,,"Stephenville Independent School Distict (9-12) in Bluff Dale, Texas",637,"Stephenville Independent School Distict (9-12) in Bluff Dale, Texas",162
"G48048285","2005-2009",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,"Hallettsville Independent School District (9-12) in Vysehrad","48285",,,"Hallettsville Independent School District (9-12) in Vysehrad, Texas",969,"Hallettsville Independent School District (9-12) in Vysehrad, Texas",209
"G48048355","2005-2009",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,"Tuloso-Midway Independent School District (9-12) in London","48355",,,"Tuloso-Midway Independent School District (9-12) in London, Texas",1333,"Tuloso-Midway Independent School District (9-12) in London, Texas",268
"G48048483","2005-2009",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,"Wheeler-Shamrock-Samnorwood Independent School District (9-12) in Kelton","48483",,,"Wheeler-Shamrock-Samnorwood Independent School District (9-12) in Kelton, Texas",197,"Wheeler-Shamrock-Samnorwood Independent School District (9-12) in Kelton, Texas",76
"G48099999","2005-2009",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Texas","99999",,,"Remainder of Texas, Texas",23815906,"Remainder of Texas, Texas",349
"G50000002","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Spaulding Union High School District 41","00002",,,"Spaulding Union High School District 41, Vermont",16847,"Spaulding Union High School District 41, Vermont",29
"G50000006","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Essex Community Education Center","00006",,,"Essex Community Education Center, Vermont",19359,"Essex Community Education Center, Vermont",31
"G50000027","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Whitingham/Wilmington Joint Contract School District","00027",,,"Whitingham/Wilmington Joint Contract School District, Vermont",3190,"Whitingham/Wilmington Joint Contract School District, Vermont",290
"G50002060","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Chittenden School District","02060",,,"Chittenden School District, Vermont",1129,"Chittenden School District, Vermont",80
"G50002085","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Bellows Free Academy Union High School District 38","02085",,,"Bellows Free Academy Union High School District 38, Vermont",13296,"Bellows Free Academy Union High School District 38, Vermont",27
"G50002400","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Randolph Union High School District 2","02400",,,"Randolph Union High School District 2, Vermont",7421,"Randolph Union High School District 2, Vermont",162
"G50002520","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Brattleboro Union High School District 6","02520",,,"Brattleboro Union High School District 6, Vermont",20498,"Brattleboro Union High School District 6, Vermont",338
"G50003030","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Champlain Valley Union High School District 15","03030",,,"Champlain Valley Union High School District 15, Vermont",23634,"Champlain Valley Union High School District 15, Vermont",29
"G50003430","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Danby School District","03430",,,"Danby School District, Vermont",1412,"Danby School District, Vermont",156
"G50003900","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Fair Haven Union High School District 16","03900",,,"Fair Haven Union High School District 16, Vermont",9444,"Fair Haven Union High School District 16, Vermont",198
"G50004320","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Granville School District","04320",,,"Granville School District, Vermont",333,"Granville School District, Vermont",51
"G50004530","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Hancock School District","04530",,,"Hancock School District, Vermont",421,"Hancock School District, Vermont",68
"G50004580","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Harwood Union High School District 19","04580",,,"Harwood Union High School District 19, Vermont",12693,"Harwood Union High School District 19, Vermont",262
"G50005050","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Lake Region Union High School District 24","05050",,,"Lake Region Union High School District 24, Vermont",7245,"Lake Region Union High School District 24, Vermont",302
"G50005060","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Lamoille Union High School District 18","05060",,,"Lamoille Union High School District 18, Vermont",12005,"Lamoille Union High School District 18, Vermont",173
"G50005120","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Leland and Gray Union High School District 34","05120",,,"Leland and Gray Union High School District 34, Vermont",4938,"Leland and Gray Union High School District 34, Vermont",292
"G50005460","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Mendon School District","05460",,,"Mendon School District, Vermont",1083,"Mendon School District, Vermont",110
"G50005520","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Middlebury Union High School District 3","05520",,,"Middlebury Union High School District 3, Vermont",14340,"Middlebury Union High School District 3, Vermont",271
"G50005620","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Missisquoi Valley Union High School District 7","05620",,,"Missisquoi Valley Union High School District 7, Vermont",11526,"Missisquoi Valley Union High School District 7, Vermont",222
"G50005810","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Mount Anthony Union High School District 14","05810",,,"Mount Anthony Union High School District 14, Vermont",22651,"Mount Anthony Union High School District 14, Vermont",82
"G50005840","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Mount Mansfield Union School District 17","05840",,,"Mount Mansfield Union School District 17, Vermont",15473,"Mount Mansfield Union School District 17, Vermont",172
"G50005860","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Mount Tabor School District","05860",,,"Mount Tabor School District, Vermont",224,"Mount Tabor School District, Vermont",43
"G50006300","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Otter Valley Union High School District 8","06300",,,"Otter Valley Union High School District 8, Vermont",9590,"Otter Valley Union High School District 8, Vermont",233
"G50006360","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Pawlet School District","06360",,,"Pawlet School District, Vermont",1687,"Pawlet School District, Vermont",178
"G50007020","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Rupert School District","07020",,,"Rupert School District, Vermont",962,"Rupert School District, Vermont",128
"G50008235","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Mount Abraham Union High School District 28","08235",,,"Mount Abraham Union High School District 28, Vermont",10469,"Mount Abraham Union High School District 28, Vermont",271
"G50008237","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Union High School District 32","08237",,,"Union High School District 32, Vermont",9826,"Union High School District 32, Vermont",190
"G50008241","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Black River Union School District 39","08241",,,"Black River Union School District 39, Vermont",3875,"Black River Union School District 39, Vermont",175
"G50008243","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Hazen Union High School District 26","08243",,,"Hazen Union High School District 26, Vermont",5180,"Hazen Union High School District 26, Vermont",188
"G50008244","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Mill River Union School District 40","08244",,,"Mill River Union School District 40, Vermont",6146,"Mill River Union School District 40, Vermont",271
"G50008246","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Bellows Falls Union High School District 27","08246",,,"Bellows Falls Union High School District 27, Vermont",9035,"Bellows Falls Union High School District 27, Vermont",122
"G50008247","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Oxbow Union High School District 30","08247",,,"Oxbow Union High School District 30, Vermont",4450,"Oxbow Union High School District 30, Vermont",146
"G50008248","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Green Mountain Union High School District 35","08248",,,"Green Mountain Union High School District 35, Vermont",4527,"Green Mountain Union High School District 35, Vermont",180
"G50008280","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Vergennes Union High School District 5","08280",,,"Vergennes Union High School District 5, Vermont",8171,"Vergennes Union High School District 5, Vermont",196
"G50009510","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Woodstock Union High School District 4","09510",,,"Woodstock Union High School District 4, Vermont",7575,"Woodstock Union High School District 4, Vermont",347
"G50009600","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"North Country Union High School District 22","09600",,,"North Country Union High School District 22, Vermont",18103,"North Country Union High School District 22, Vermont",287
"G50099999","2005-2009",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Vermont","99999",,,"Remainder of Vermont, Vermont",301656,"Remainder of Vermont, Vermont",808
"G55005490","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Nicolet Union High School District","05490",,,"Nicolet Union High School District, Wisconsin",25951,"Nicolet Union High School District, Wisconsin",147
"G55006120","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Hartford Union High School District","06120",,,"Hartford Union High School District, Wisconsin",31642,"Hartford Union High School District, Wisconsin",586
"G55006180","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Arrowhead Union High School District","06180",,,"Arrowhead Union High School District, Wisconsin",32481,"Arrowhead Union High School District, Wisconsin",705
"G55007650","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Lake Geneva-Genoa City Union High School District","07650",,,"Lake Geneva-Genoa City Union High School District, Wisconsin",24606,"Lake Geneva-Genoa City Union High School District, Wisconsin",471
"G55009630","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Lakeland Union High School District","09630",,,"Lakeland Union High School District, Wisconsin",18271,"Lakeland Union High School District, Wisconsin",318
"G55013290","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Westosha Central High School District","13290",,,"Westosha Central High School District, Wisconsin",18593,"Westosha Central High School District, Wisconsin",458
"G55015150","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Union Grove Union High School District","15150",,,"Union Grove Union High School District, Wisconsin",13539,"Union Grove Union High School District, Wisconsin",365
"G55015480","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Big Foot Union High School District","15480",,,"Big Foot Union High School District, Wisconsin",9626,"Big Foot Union High School District, Wisconsin",464
"G55015600","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Waterford Union High School District","15600",,,"Waterford Union High School District, Wisconsin",17890,"Waterford Union High School District, Wisconsin",363
"G55016770","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Wilmot Union High School District","16770",,,"Wilmot Union High School District, Wisconsin",18832,"Wilmot Union High School District, Wisconsin",480
"G55099999","2005-2009",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Wisconsin","99999",,,"Remainder of Wisconsin, Wisconsin",5387989,"Remainder of Wisconsin, Wisconsin",1206
